selected_file,scanned_residues,reported_variants,completeness,completeness_group
urn-mavedb-00000717-a-1.scores.csv,49,966,0.9857142857142858,0.9 ≤ c < 1
urn-mavedb-00000739-a-1.scores.csv,87,1687,0.9695402298850575,0.9 ≤ c < 1
urn-mavedb-00000515-a-2.scores.csv,40,1221,1.52625,c > 1
urn-mavedb-00000865-a-1.scores.csv,62,1150,0.9274193548387096,0.9 ≤ c < 1
urn-mavedb-00000425-0-1.scores.csv,40,1195,1.49375,c > 1
urn-mavedb-00000333-0-1.scores.csv,43,1351,1.5709302325581396,c > 1
urn-mavedb-00000802-a-1.scores.csv,81,1556,0.9604938271604938,0.9 ≤ c < 1
urn-mavedb-00000562-a-2.scores.csv,43,934,1.086046511627907,c > 1
urn-mavedb-00000526-a-1.scores.csv,40,865,1.08125,c > 1
urn-mavedb-00001048-a-1.scores.csv,56,1074,0.9589285714285715,0.9 ≤ c < 1
urn-mavedb-00000403-a-1.scores.csv,47,4562,4.853191489361702,c > 1
urn-mavedb-00000172-0-1.scores.csv,56,1003,0.8955357142857143,0.8 ≤ c < 0.9
urn-mavedb-00000115-a-20.scores.csv,64,5606,4.3796875,c > 1
urn-mavedb-00001103-a-1.scores.csv,49,959,0.9785714285714285,0.9 ≤ c < 1
urn-mavedb-00000366-0-1.scores.csv,56,1229,1.0973214285714286,c > 1
urn-mavedb-00000041-a-1.scores.csv,246,3506,0.7126016260162602,0.7 ≤ c < 0.8
urn-mavedb-00000619-0-1.scores.csv,52,1141,1.0971153846153847,c > 1
urn-mavedb-00000434-0-1.scores.csv,56,1590,1.4196428571428572,c > 1
urn-mavedb-00000043-a-2.scores.csv,31,1965,3.1693548387096775,c > 1
urn-mavedb-00000342-a-2.scores.csv,61,1200,0.9836065573770492,0.9 ≤ c < 1
urn-mavedb-00000565-a-1.scores.csv,43,942,1.0953488372093023,c > 1
urn-mavedb-00000146-a-2.scores.csv,72,2162,1.5013888888888889,c > 1
urn-mavedb-00000319-a-1.scores.csv,64,1767,1.38046875,c > 1
urn-mavedb-00000674-a-3.scores.csv,127,2539,0.9996062992125985,0.9 ≤ c < 1
urn-mavedb-00000562-a-1.scores.csv,43,934,1.086046511627907,c > 1
urn-mavedb-00000783-a-1.scores.csv,59,1169,0.9906779661016949,0.9 ≤ c < 1
urn-mavedb-00000909-a-1.scores.csv,43,747,0.8686046511627907,0.8 ≤ c < 0.9
urn-mavedb-00001025-a-1.scores.csv,43,811,0.9430232558139535,0.9 ≤ c < 1
urn-mavedb-00000360-0-1.scores.csv,72,1439,0.9993055555555556,0.9 ≤ c < 1
urn-mavedb-00000356-a-2.scores.csv,52,1866,1.7942307692307693,c > 1
urn-mavedb-00000182-a-2.scores.csv,56,1588,1.417857142857143,c > 1
urn-mavedb-00000091-a-1.scores.csv,33,73,0.11060606060606061,0.1 ≤ c < 0.2
urn-mavedb-00000342-a-1.scores.csv,61,1200,0.9836065573770492,0.9 ≤ c < 1
urn-mavedb-00000325-a-1.scores.csv,72,1796,1.2472222222222222,c > 1
urn-mavedb-00000846-a-1.scores.csv,76,1394,0.9171052631578948,0.9 ≤ c < 1
urn-mavedb-00000349-a-2.scores.csv,71,1923,1.3542253521126761,c > 1
urn-mavedb-00000358-a-1.scores.csv,37,1040,1.4054054054054055,c > 1
urn-mavedb-00000388-a-1.scores.csv,57,1251,1.0973684210526315,c > 1
urn-mavedb-00000689-a-1.scores.csv,78,1483,0.9506410256410256,0.9 ≤ c < 1
urn-mavedb-00000351-a-2.scores.csv,64,1393,1.08828125,c > 1
urn-mavedb-00000484-a-1.scores.csv,43,931,1.0825581395348838,c > 1
urn-mavedb-00000168-a-2.scores.csv,63,2470,1.9603174603174602,c > 1
urn-mavedb-00000314-a-1.scores.csv,65,1428,1.0984615384615384,c > 1
urn-mavedb-00000154-a-1.scores.csv,44,1208,1.3727272727272728,c > 1
urn-mavedb-00000291-a-2.scores.csv,50,1096,1.096,c > 1
urn-mavedb-00000005-a-4.scores.csv,550,11086,1.0078181818181817,c > 1
urn-mavedb-00000389-0-1.scores.csv,57,1245,1.0921052631578947,c > 1
urn-mavedb-00000264-a-1.scores.csv,62,1355,1.092741935483871,c > 1
urn-mavedb-00000155-a-2.scores.csv,57,2334,2.0473684210526315,c > 1
urn-mavedb-00000417-a-2.scores.csv,70,1535,1.0964285714285715,c > 1
urn-mavedb-00000256-0-1.scores.csv,45,1663,1.8477777777777777,c > 1
urn-mavedb-00000271-0-1.scores.csv,69,1515,1.0978260869565217,c > 1
urn-mavedb-00000529-a-1.scores.csv,40,851,1.06375,c > 1
urn-mavedb-00000380-a-2.scores.csv,68,1763,1.2963235294117648,c > 1
urn-mavedb-00000443-0-1.scores.csv,56,1586,1.4160714285714286,c > 1
urn-mavedb-00000230-a-2.scores.csv,44,1065,1.2102272727272727,c > 1
urn-mavedb-00000549-a-2.scores.csv,47,1030,1.0957446808510638,c > 1
urn-mavedb-00000060-a-2.scores.csv,42,714,0.85,0.8 ≤ c < 0.9
urn-mavedb-00001010-a-1.scores.csv,43,787,0.9151162790697674,0.9 ≤ c < 1
urn-mavedb-00000291-a-1.scores.csv,50,1096,1.096,c > 1
urn-mavedb-00001234-c-1.scores.csv,392,2314,0.2951530612244898,0.2 ≤ c < 0.3
urn-mavedb-00000496-a-2.scores.csv,43,942,1.0953488372093023,c > 1
urn-mavedb-00000473-a-2.scores.csv,43,914,1.0627906976744186,c > 1
urn-mavedb-00000540-0-1.scores.csv,40,863,1.07875,c > 1
urn-mavedb-00001201-a-1.scores.csv,69,208,0.15072463768115943,0.1 ≤ c < 0.2
urn-mavedb-00000045-l-1.scores.csv,140,2738,0.9778571428571429,0.9 ≤ c < 1
urn-mavedb-00000285-a-1.scores.csv,58,1630,1.4051724137931034,c > 1
urn-mavedb-00000801-a-1.scores.csv,77,1528,0.9922077922077922,0.9 ≤ c < 1
urn-mavedb-00000374-a-2.scores.csv,64,2129,1.66328125,c > 1
urn-mavedb-00000159-a-2.scores.csv,57,1254,1.1,c > 1
urn-mavedb-00000312-a-1.scores.csv,46,3082,3.35,c > 1
urn-mavedb-00000265-a-2.scores.csv,62,1362,1.0983870967741935,c > 1
urn-mavedb-00000652-a-2.scores.csv,47,1023,1.0882978723404255,c > 1
urn-mavedb-00000623-0-1.scores.csv,56,1225,1.09375,c > 1
urn-mavedb-00000164-a-2.scores.csv,72,2157,1.4979166666666666,c > 1
urn-mavedb-00000061-e-1.scores.csv,39,297,0.38076923076923075,0.3 ≤ c < 0.4
urn-mavedb-00000763-a-1.scores.csv,44,768,0.8727272727272727,0.8 ≤ c < 0.9
urn-mavedb-00001139-a-1.scores.csv,36,651,0.9041666666666667,0.9 ≤ c < 1
urn-mavedb-00000039-a-7.scores.csv,9,184,1.0222222222222221,c > 1
urn-mavedb-00000222-0-1.scores.csv,64,1756,1.371875,c > 1
urn-mavedb-00000496-a-1.scores.csv,43,942,1.0953488372093023,c > 1
urn-mavedb-00000704-a-1.scores.csv,69,1169,0.8471014492753624,0.8 ≤ c < 0.9
urn-mavedb-00000349-a-1.scores.csv,71,1923,1.3542253521126761,c > 1
urn-mavedb-00000695-a-1.scores.csv,43,826,0.9604651162790697,0.9 ≤ c < 1
urn-mavedb-00000622-a-2.scores.csv,46,1009,1.0967391304347827,c > 1
urn-mavedb-00000393-0-1.scores.csv,57,4029,3.5342105263157895,c > 1
urn-mavedb-00000284-0-1.scores.csv,71,2275,1.602112676056338,c > 1
urn-mavedb-00000198-0-1.scores.csv,72,1439,0.9993055555555556,0.9 ≤ c < 1
urn-mavedb-00000224-a-2.scores.csv,54,1187,1.099074074074074,c > 1
urn-mavedb-00000873-a-1.scores.csv,47,929,0.9882978723404255,0.9 ≤ c < 1
urn-mavedb-00000048-b-1.scores.csv,351,6995,0.9964387464387464,0.9 ≤ c < 1
urn-mavedb-00000532-a-1.scores.csv,40,865,1.08125,c > 1
urn-mavedb-00000002-a-1.scores.csv,34,45841,67.41323529411764,c > 1
urn-mavedb-00000343-0-1.scores.csv,55,1569,1.4263636363636363,c > 1
urn-mavedb-00001214-b-1.scores.csv,49,978,0.9979591836734694,0.9 ≤ c < 1
urn-mavedb-00000557-a-1.scores.csv,43,935,1.0872093023255813,c > 1
urn-mavedb-00000840-a-1.scores.csv,64,1227,0.95859375,0.9 ≤ c < 1
urn-mavedb-00000996-a-1.scores.csv,59,1152,0.976271186440678,0.9 ≤ c < 1
urn-mavedb-00001051-a-1.scores.csv,50,982,0.982,0.9 ≤ c < 1
urn-mavedb-00001022-a-1.scores.csv,55,1077,0.9790909090909091,0.9 ≤ c < 1
urn-mavedb-00000487-0-1.scores.csv,43,936,1.0883720930232559,c > 1
urn-mavedb-00000115-a-24.scores.csv,64,5163,4.03359375,c > 1
urn-mavedb-00000538-a-2.scores.csv,40,862,1.0775,c > 1
urn-mavedb-00000508-a-1.scores.csv,43,914,1.0627906976744186,c > 1
urn-mavedb-00000061-c-1.scores.csv,39,297,0.38076923076923075,0.3 ≤ c < 0.4
urn-mavedb-00000448-a-1.scores.csv,61,2064,1.6918032786885246,c > 1
urn-mavedb-00000479-a-1.scores.csv,43,936,1.0883720930232559,c > 1
urn-mavedb-00000379-a-1.scores.csv,40,827,1.03375,c > 1
urn-mavedb-00000299-a-1.scores.csv,64,1767,1.38046875,c > 1
urn-mavedb-00001083-a-1.scores.csv,67,1277,0.9529850746268657,0.9 ≤ c < 1
urn-mavedb-00000046-a-1.scores.csv,27,32345,59.898148148148145,c > 1
urn-mavedb-00000208-a-2.scores.csv,65,3593,2.763846153846154,c > 1
urn-mavedb-00000128-0-1.scores.csv,62,1364,1.1,c > 1
urn-mavedb-00000609-a-2.scores.csv,47,1026,1.0914893617021277,c > 1
urn-mavedb-00000068-c-1.scores.csv,394,8258,1.047969543147208,c > 1
urn-mavedb-00000225-a-1.scores.csv,54,971,0.899074074074074,0.8 ≤ c < 0.9
urn-mavedb-00000080-a-2.scores.csv,233,54024,11.5931330472103,c > 1
urn-mavedb-00001068-a-1.scores.csv,68,1175,0.8639705882352942,0.8 ≤ c < 0.9
urn-mavedb-00000619-a-1.scores.csv,52,1141,1.0971153846153847,c > 1
urn-mavedb-00001180-a-1.scores.csv,39,746,0.9564102564102565,0.9 ≤ c < 1
urn-mavedb-00000946-a-1.scores.csv,59,1126,0.9542372881355933,0.9 ≤ c < 1
urn-mavedb-00000281-a-1.scores.csv,67,2916,2.1761194029850746,c > 1
urn-mavedb-00001171-a-1.scores.csv,24,469,0.9770833333333333,0.9 ≤ c < 1
urn-mavedb-00000803-a-1.scores.csv,86,1716,0.9976744186046511,0.9 ≤ c < 1
urn-mavedb-00000245-a-2.scores.csv,48,861,0.896875,0.8 ≤ c < 0.9
urn-mavedb-00000348-a-1.scores.csv,72,1433,0.9951388888888889,0.9 ≤ c < 1
urn-mavedb-00000438-a-2.scores.csv,70,2257,1.612142857142857,c > 1
urn-mavedb-00001190-a-1.scores.csv,22,440,1.0,1
urn-mavedb-00000329-0-1.scores.csv,60,3726,3.105,c > 1
urn-mavedb-00000544-0-1.scores.csv,47,1028,1.0936170212765957,c > 1
urn-mavedb-00000068-a-1.scores.csv,394,8258,1.047969543147208,c > 1
urn-mavedb-00000130-a-2.scores.csv,67,1824,1.3611940298507463,c > 1
urn-mavedb-00000630-0-1.scores.csv,66,1452,1.1,c > 1
urn-mavedb-00000125-a-1.scores.csv,56,1231,1.0991071428571428,c > 1
urn-mavedb-00000476-a-1.scores.csv,43,943,1.0965116279069766,c > 1
urn-mavedb-00000202-a-1.scores.csv,72,1289,0.8951388888888889,0.8 ≤ c < 0.9
urn-mavedb-00000308-0-1.scores.csv,69,1513,1.096376811594203,c > 1
urn-mavedb-00000664-a-1.scores.csv,200,301,0.07525,0 < c < 0.1
urn-mavedb-00000567-a-2.scores.csv,43,929,1.080232558139535,c > 1
urn-mavedb-00000612-0-1.scores.csv,49,1075,1.096938775510204,c > 1
urn-mavedb-00000929-a-1.scores.csv,58,1073,0.925,0.9 ≤ c < 1
urn-mavedb-00000520-a-1.scores.csv,40,850,1.0625,c > 1
urn-mavedb-00000477-0-1.scores.csv,43,938,1.0906976744186045,c > 1
urn-mavedb-00000175-a-1.scores.csv,59,2373,2.0110169491525425,c > 1
urn-mavedb-00000379-a-2.scores.csv,40,827,1.03375,c > 1
urn-mavedb-00000658-n-1.scores.csv,1,620,31.0,c > 1
urn-mavedb-00000376-a-2.scores.csv,69,1517,1.0992753623188405,c > 1
urn-mavedb-00000814-a-1.scores.csv,78,1265,0.8108974358974359,0.8 ≤ c < 0.9
urn-mavedb-00001129-a-1.scores.csv,74,1332,0.9,0.9 ≤ c < 1
urn-mavedb-00000045-d-1.scores.csv,140,2643,0.9439285714285715,0.9 ≤ c < 1
urn-mavedb-00000782-a-1.scores.csv,63,1254,0.9952380952380953,0.9 ≤ c < 1
urn-mavedb-00000094-a-8.scores.csv,31,43,0.06935483870967742,0 < c < 0.1
urn-mavedb-00001147-a-1.scores.csv,46,889,0.966304347826087,0.9 ≤ c < 1
urn-mavedb-00000047-b-1.scores.csv,351,6894,0.982051282051282,0.9 ≤ c < 1
urn-mavedb-00000331-a-2.scores.csv,60,1319,1.0991666666666666,c > 1
urn-mavedb-00001049-a-1.scores.csv,86,1670,0.9709302325581395,0.9 ≤ c < 1
urn-mavedb-00000407-a-1.scores.csv,44,2364,2.6863636363636365,c > 1
urn-mavedb-00000807-a-1.scores.csv,62,1234,0.9951612903225806,0.9 ≤ c < 1
urn-mavedb-00000729-a-1.scores.csv,53,1046,0.9867924528301887,0.9 ≤ c < 1
urn-mavedb-00000924-a-1.scores.csv,70,1367,0.9764285714285714,0.9 ≤ c < 1
urn-mavedb-00000250-0-1.scores.csv,57,1251,1.0973684210526315,c > 1
urn-mavedb-00000478-a-2.scores.csv,43,932,1.083720930232558,c > 1
urn-mavedb-00000244-a-1.scores.csv,48,859,0.8947916666666667,0.8 ≤ c < 0.9
urn-mavedb-00000429-0-1.scores.csv,63,1386,1.1,c > 1
urn-mavedb-00000297-0-1.scores.csv,60,3122,2.6016666666666666,c > 1
urn-mavedb-00000592-a-1.scores.csv,43,1284,1.4930232558139536,c > 1
urn-mavedb-00000371-a-2.scores.csv,62,1360,1.096774193548387,c > 1
urn-mavedb-00000467-0-1.scores.csv,41,882,1.075609756097561,c > 1
urn-mavedb-00000649-0-1.scores.csv,47,1028,1.0936170212765957,c > 1
urn-mavedb-00000664-a-4.scores.csv,200,301,0.07525,0 < c < 0.1
urn-mavedb-00000859-a-1.scores.csv,57,1059,0.9289473684210526,0.9 ≤ c < 1
urn-mavedb-00000155-0-1.scores.csv,57,2334,2.0473684210526315,c > 1
urn-mavedb-00000163-a-1.scores.csv,64,1755,1.37109375,c > 1
urn-mavedb-00000220-0-1.scores.csv,56,3037,2.711607142857143,c > 1
urn-mavedb-00000412-0-1.scores.csv,56,1591,1.4205357142857142,c > 1
urn-mavedb-00000576-a-1.scores.csv,43,939,1.091860465116279,c > 1
urn-mavedb-00000658-c-1.scores.csv,1,245,12.25,c > 1
urn-mavedb-00000126-a-2.scores.csv,56,1226,1.0946428571428573,c > 1
urn-mavedb-00000718-a-1.scores.csv,50,993,0.993,0.9 ≤ c < 1
urn-mavedb-00000172-a-2.scores.csv,56,1003,0.8955357142857143,0.8 ≤ c < 0.9
urn-mavedb-00000209-a-2.scores.csv,36,991,1.3763888888888889,c > 1
urn-mavedb-00000672-c-1.scores.csv,317,6235,0.9834384858044164,0.9 ≤ c < 1
urn-mavedb-00000450-a-2.scores.csv,37,777,1.05,c > 1
urn-mavedb-00000272-0-1.scores.csv,63,5352,4.247619047619048,c > 1
urn-mavedb-00000574-a-2.scores.csv,43,940,1.0930232558139534,c > 1
urn-mavedb-00000391-a-2.scores.csv,57,1250,1.0964912280701755,c > 1
urn-mavedb-00000334-a-2.scores.csv,43,915,1.063953488372093,c > 1
urn-mavedb-00000440-a-1.scores.csv,65,3120,2.4,c > 1
urn-mavedb-00001026-a-1.scores.csv,60,1133,0.9441666666666667,0.9 ≤ c < 1
urn-mavedb-00000991-a-1.scores.csv,54,1012,0.937037037037037,0.9 ≤ c < 1
urn-mavedb-00000507-0-1.scores.csv,43,938,1.0906976744186045,c > 1
urn-mavedb-00000565-0-1.scores.csv,43,942,1.0953488372093023,c > 1
urn-mavedb-00000530-a-1.scores.csv,40,860,1.075,c > 1
urn-mavedb-00000640-0-1.scores.csv,70,1530,1.0928571428571427,c > 1
urn-mavedb-00000778-a-1.scores.csv,25,499,0.998,0.9 ≤ c < 1
urn-mavedb-00000115-a-15.scores.csv,63,12637,10.02936507936508,c > 1
urn-mavedb-00000196-a-1.scores.csv,72,1429,0.9923611111111111,0.9 ≤ c < 1
urn-mavedb-00000892-a-1.scores.csv,45,780,0.8666666666666667,0.8 ≤ c < 0.9
urn-mavedb-00000169-0-1.scores.csv,56,2198,1.9625,c > 1
urn-mavedb-00000997-a-1.scores.csv,56,1091,0.9741071428571428,0.9 ≤ c < 1
urn-mavedb-00000194-0-1.scores.csv,59,1657,1.4042372881355931,c > 1
urn-mavedb-00000361-a-1.scores.csv,48,1771,1.8447916666666666,c > 1
urn-mavedb-00000877-a-1.scores.csv,84,1616,0.9619047619047619,0.9 ≤ c < 1
urn-mavedb-00000938-a-1.scores.csv,77,1505,0.9772727272727273,0.9 ≤ c < 1
urn-mavedb-00000199-a-1.scores.csv,72,1437,0.9979166666666667,0.9 ≤ c < 1
urn-mavedb-00000973-a-1.scores.csv,56,1050,0.9375,0.9 ≤ c < 1
urn-mavedb-00000493-0-1.scores.csv,43,944,1.0976744186046512,c > 1
urn-mavedb-00001131-a-1.scores.csv,89,1317,0.7398876404494382,0.7 ≤ c < 0.8
urn-mavedb-00000589-a-1.scores.csv,43,1284,1.4930232558139536,c > 1
urn-mavedb-00000254-0-1.scores.csv,48,1055,1.0989583333333333,c > 1
urn-mavedb-00000737-a-1.scores.csv,89,1753,0.9848314606741573,0.9 ≤ c < 1
urn-mavedb-00001214-h-1.scores.csv,49,970,0.9897959183673469,0.9 ≤ c < 1
urn-mavedb-00001075-a-1.scores.csv,73,1154,0.7904109589041096,0.7 ≤ c < 0.8
urn-mavedb-00000470-0-1.scores.csv,43,1300,1.5116279069767442,c > 1
urn-mavedb-00000187-a-1.scores.csv,59,1296,1.0983050847457627,c > 1
urn-mavedb-00000001-a-2.scores.csv,158,3414,1.080379746835443,c > 1
urn-mavedb-00001240-a-1.scores.csv,60,1201,1.0008333333333332,c > 1
urn-mavedb-00000983-a-1.scores.csv,63,1253,0.9944444444444445,0.9 ≤ c < 1
urn-mavedb-00000558-0-1.scores.csv,43,933,1.0848837209302327,c > 1
urn-mavedb-00000544-a-2.scores.csv,47,1028,1.0936170212765957,c > 1
urn-mavedb-00000038-a-1.scores.csv,75,1528,1.0186666666666666,c > 1
urn-mavedb-00000288-a-1.scores.csv,54,1187,1.099074074074074,c > 1
urn-mavedb-00000110-a-1.scores.csv,211,4425,1.0485781990521328,c > 1
urn-mavedb-00000276-a-2.scores.csv,63,1383,1.0976190476190477,c > 1
urn-mavedb-00000638-0-1.scores.csv,61,1342,1.1,c > 1
urn-mavedb-00000471-0-1.scores.csv,43,929,1.080232558139535,c > 1
urn-mavedb-00001086-a-1.scores.csv,46,918,0.9978260869565218,0.9 ≤ c < 1
urn-mavedb-00000329-a-2.scores.csv,60,3726,3.105,c > 1
urn-mavedb-00000094-a-6.scores.csv,97,153,0.0788659793814433,0 < c < 0.1
urn-mavedb-00000295-a-1.scores.csv,51,1460,1.4313725490196079,c > 1
urn-mavedb-00000499-0-1.scores.csv,43,937,1.0895348837209302,c > 1
urn-mavedb-00000097-m-1.scores.csv,1,227,11.35,c > 1
urn-mavedb-00000661-d-1.scores.csv,58,3050,2.6293103448275863,c > 1
urn-mavedb-00000392-a-2.scores.csv,72,8133,5.647916666666666,c > 1
urn-mavedb-00000392-a-1.scores.csv,72,8133,5.647916666666666,c > 1
urn-mavedb-00000764-a-1.scores.csv,59,1125,0.9533898305084746,0.9 ≤ c < 1
urn-mavedb-00001043-a-1.scores.csv,97,1872,0.9649484536082474,0.9 ≤ c < 1
urn-mavedb-00000796-a-1.scores.csv,59,1073,0.9093220338983051,0.9 ≤ c < 1
urn-mavedb-00000425-a-1.scores.csv,40,1195,1.49375,c > 1
urn-mavedb-00000097-r-1.scores.csv,1,244,12.2,c > 1
urn-mavedb-00000266-a-2.scores.csv,62,1362,1.0983870967741935,c > 1
urn-mavedb-00000587-a-1.scores.csv,43,930,1.0813953488372092,c > 1
urn-mavedb-00000390-a-1.scores.csv,64,1402,1.0953125,c > 1
urn-mavedb-00000426-a-1.scores.csv,39,1524,1.9538461538461538,c > 1
urn-mavedb-00000115-a-22.scores.csv,63,14044,11.146031746031746,c > 1
urn-mavedb-00000284-a-2.scores.csv,71,2275,1.602112676056338,c > 1
urn-mavedb-00000594-a-2.scores.csv,43,930,1.0813953488372092,c > 1
urn-mavedb-00000585-a-2.scores.csv,43,928,1.0790697674418606,c > 1
urn-mavedb-00000678-a-1.scores.csv,57,1118,0.980701754385965,0.9 ≤ c < 1
urn-mavedb-00000094-a-14.scores.csv,11,62,0.2818181818181818,0.2 ≤ c < 0.3
urn-mavedb-00000132-a-1.scores.csv,67,1468,1.0955223880597016,c > 1
urn-mavedb-00000270-a-2.scores.csv,68,2577,1.8948529411764705,c > 1
urn-mavedb-00000252-a-1.scores.csv,63,2827,2.2436507936507937,c > 1
urn-mavedb-00000994-a-1.scores.csv,55,969,0.8809090909090909,0.8 ≤ c < 0.9
urn-mavedb-00000012-a-4.scores.csv,64,1319,1.03046875,c > 1
urn-mavedb-00000181-a-1.scores.csv,68,2827,2.0786764705882352,c > 1
urn-mavedb-00000409-a-1.scores.csv,59,2625,2.2245762711864407,c > 1
urn-mavedb-00000605-a-2.scores.csv,43,940,1.0930232558139534,c > 1
urn-mavedb-00000097-t-1.scores.csv,1,154,7.7,c > 1
urn-mavedb-00000280-a-2.scores.csv,67,1469,1.096268656716418,c > 1
urn-mavedb-00000734-a-1.scores.csv,63,1218,0.9666666666666667,0.9 ≤ c < 1
urn-mavedb-00000088-b-1.scores.csv,498,9960,1.0,1
urn-mavedb-00000336-0-1.scores.csv,33,792,1.2,c > 1
urn-mavedb-00000547-a-2.scores.csv,47,1027,1.0925531914893618,c > 1
urn-mavedb-00001126-a-1.scores.csv,71,1263,0.8894366197183099,0.8 ≤ c < 0.9
urn-mavedb-00000495-a-1.scores.csv,43,941,1.094186046511628,c > 1
urn-mavedb-00000246-a-1.scores.csv,54,1188,1.1,c > 1
urn-mavedb-00000264-0-1.scores.csv,62,1355,1.092741935483871,c > 1
urn-mavedb-00000137-a-2.scores.csv,56,1228,1.0964285714285715,c > 1
urn-mavedb-00000600-0-1.scores.csv,43,1283,1.491860465116279,c > 1
urn-mavedb-00000651-0-1.scores.csv,47,1027,1.0925531914893618,c > 1
urn-mavedb-00000097-y-1.scores.csv,1,282,14.1,c > 1
urn-mavedb-00000392-0-1.scores.csv,72,8133,5.647916666666666,c > 1
urn-mavedb-00000163-0-1.scores.csv,64,1755,1.37109375,c > 1
urn-mavedb-00000518-a-1.scores.csv,40,858,1.0725,c > 1
urn-mavedb-00000715-a-1.scores.csv,82,1615,0.9847560975609756,0.9 ≤ c < 1
urn-mavedb-00000340-a-1.scores.csv,55,1386,1.26,c > 1
urn-mavedb-00000341-a-1.scores.csv,64,3160,2.46875,c > 1
urn-mavedb-00000286-a-2.scores.csv,58,1274,1.0982758620689654,c > 1
urn-mavedb-00000115-a-12.scores.csv,63,14859,11.792857142857143,c > 1
urn-mavedb-00000834-a-1.scores.csv,23,457,0.9934782608695653,0.9 ≤ c < 1
urn-mavedb-00000775-a-1.scores.csv,62,1176,0.9483870967741935,0.9 ≤ c < 1
urn-mavedb-00000494-0-1.scores.csv,43,941,1.094186046511628,c > 1
urn-mavedb-00000115-a-21.scores.csv,63,13676,10.853968253968254,c > 1
urn-mavedb-00001219-a-1.scores.csv,187,732,0.19572192513368983,0.1 ≤ c < 0.2
urn-mavedb-00000251-a-1.scores.csv,67,1831,1.3664179104477612,c > 1
urn-mavedb-00000198-a-1.scores.csv,72,1439,0.9993055555555556,0.9 ≤ c < 1
urn-mavedb-00000138-a-1.scores.csv,56,1228,1.0964285714285715,c > 1
urn-mavedb-00000472-0-1.scores.csv,43,943,1.0965116279069766,c > 1
urn-mavedb-00000827-a-1.scores.csv,22,439,0.9977272727272727,0.9 ≤ c < 1
urn-mavedb-00000113-a-1.scores.csv,37,37,0.05,0 < c < 0.1
urn-mavedb-00000835-a-1.scores.csv,56,1107,0.9883928571428572,0.9 ≤ c < 1
urn-mavedb-00000603-a-1.scores.csv,43,1283,1.491860465116279,c > 1
urn-mavedb-00000626-0-1.scores.csv,48,1055,1.0989583333333333,c > 1
urn-mavedb-00000976-a-1.scores.csv,82,1582,0.9646341463414634,0.9 ≤ c < 1
urn-mavedb-00000448-0-1.scores.csv,61,2064,1.6918032786885246,c > 1
urn-mavedb-00000127-a-1.scores.csv,56,1227,1.0955357142857143,c > 1
urn-mavedb-00000005-a-3.scores.csv,550,11047,1.0042727272727272,c > 1
urn-mavedb-00000672-a-1.scores.csv,317,6246,0.9851735015772871,0.9 ≤ c < 1
urn-mavedb-00000613-0-1.scores.csv,49,1074,1.0959183673469388,c > 1
urn-mavedb-00000097-0-1.scores.csv,1,2803,140.15,c > 1
urn-mavedb-00000001-c-1.scores.csv,148,5957,2.0125,c > 1
urn-mavedb-00000433-0-1.scores.csv,64,2126,1.6609375,c > 1
urn-mavedb-00000710-a-1.scores.csv,59,1165,0.9872881355932204,0.9 ≤ c < 1
urn-mavedb-00001234-d-1.scores.csv,392,2314,0.2951530612244898,0.2 ≤ c < 0.3
urn-mavedb-00000550-a-1.scores.csv,47,1031,1.0968085106382979,c > 1
urn-mavedb-00000039-a-4.scores.csv,9,189,1.05,c > 1
urn-mavedb-00000477-a-2.scores.csv,43,938,1.0906976744186045,c > 1
urn-mavedb-00000126-0-1.scores.csv,56,1226,1.0946428571428573,c > 1
urn-mavedb-00000626-a-2.scores.csv,48,1055,1.0989583333333333,c > 1
urn-mavedb-00000633-a-1.scores.csv,53,1164,1.0981132075471698,c > 1
urn-mavedb-00000076-c-1.scores.csv,27,531,0.9833333333333333,0.9 ≤ c < 1
urn-mavedb-00000143-0-1.scores.csv,57,1251,1.0973684210526315,c > 1
urn-mavedb-00000597-0-1.scores.csv,43,1293,1.5034883720930232,c > 1
urn-mavedb-00000160-a-2.scores.csv,68,1476,1.0852941176470587,c > 1
urn-mavedb-00000406-0-1.scores.csv,64,1387,1.08359375,c > 1
urn-mavedb-00000124-0-1.scores.csv,64,1383,1.08046875,c > 1
urn-mavedb-00000188-0-1.scores.csv,59,1296,1.0983050847457627,c > 1
urn-mavedb-00000414-a-2.scores.csv,60,1313,1.0941666666666667,c > 1
urn-mavedb-00000658-j-1.scores.csv,1,835,41.75,c > 1
urn-mavedb-00000445-a-2.scores.csv,70,1539,1.0992857142857142,c > 1
urn-mavedb-00000491-a-1.scores.csv,43,939,1.091860465116279,c > 1
urn-mavedb-00000055-b-1.scores.csv,163,2935,0.9003067484662577,0.9 ≤ c < 1
urn-mavedb-00000044-a-2.scores.csv,201,136204,33.88159203980099,c > 1
urn-mavedb-00000558-a-2.scores.csv,43,933,1.0848837209302327,c > 1
urn-mavedb-00001200-a-1.scores.csv,461,9008,0.9770065075921909,0.9 ≤ c < 1
urn-mavedb-00000323-a-1.scores.csv,62,1363,1.0991935483870967,c > 1
urn-mavedb-00000066-a-1.scores.csv,446,5008,0.5614349775784754,0.5 ≤ c < 0.6
urn-mavedb-00000482-a-2.scores.csv,43,939,1.091860465116279,c > 1
