train_size,train_RMSE,train_MAE,train_R2,train_r,test_size,test_RMSE,test_MAE,test_R2,test_r,gene_id,cut_percent
512,0.04689881381543396,0.03466170845788638,0.9784742080420077,0.9911483479816104,128,0.21188136997925086,0.16557728787965387,0.5630407874392207,0.7509857387726906,913,0.3
793,0.038460489620643176,0.0249315515897655,0.9831778063581098,0.992566149496239,199,0.1431641897114778,0.09818640997093908,0.755748394315537,0.8727977276358808,937,0.1
705,0.024763820343949448,0.012685093337468345,0.9924378824377077,0.9965227948873059,177,0.13409212690142797,0.09705960804205165,0.7625835489261986,0.8757283426632035,937,0.2
617,0.019382658571559803,0.009808650913032095,0.9948270543187768,0.9976734822489213,155,0.11290922186115514,0.08177271442075072,0.8024792728129324,0.8958420690557765,937,0.3
914,0.06375856769282502,0.04843675271626862,0.9604768505953819,0.984460557229477,229,0.20156459066387727,0.15853043450781576,0.6140702965714895,0.7839650191429731,585,0.1
812,0.05377460734035114,0.039656127512985084,0.9700222193798291,0.987866714855454,204,0.20153217012679342,0.15817631000442112,0.6281523028375817,0.7980194068285718,585,0.2
711,0.02177967432209684,0.01537552008201217,0.9948744881219876,0.9979743771858581,178,0.19933901759694386,0.15635563247724907,0.6347678914240014,0.7998230056094658,585,0.3
951,0.006448503870313267,0.001707273921499356,0.9996942586163031,0.9998530313491788,238,0.22031184788295566,0.16748262400213368,0.6034238835768624,0.7773297711680028,900,0.1
845,0.022932247989002306,0.014525676148037505,0.99577507644545,0.9982182786888846,212,0.20108158029080847,0.16052646983547883,0.6700113214648037,0.8211622852467912,900,0.2
740,0.005876909387911622,0.0014536290622080895,0.9997006644614259,0.9998557414576748,185,0.1855224501605658,0.1428221787375364,0.6855590057151373,0.829682837458822,900,0.3
737,0.025850099779959477,0.018197619874332414,0.9945296823463833,0.9977168381041396,185,0.20522718399287826,0.16053338081390506,0.6671913557806779,0.817730419558956,827,0.1
656,0.10039120688920451,0.07646362957102462,0.9157673529527348,0.9643126120019511,164,0.20896332871054094,0.1692773540982001,0.5829413777375541,0.7734833522221641,827,0.2
573,0.1145863237811224,0.09104208001841076,0.8870181358782291,0.9535953609098757,144,0.21249745077897844,0.16013166278490498,0.5222219459755907,0.7264270116892461,827,0.3
329,0.12390857633159778,0.08525793903022436,0.8537896795817155,0.9375227162014946,83,0.23853066745562473,0.19151264462803494,0.5346221705365781,0.7365065798393078,877,0.1
292,0.10573384509101126,0.07850620544093055,0.8897575994328824,0.9512668096485402,74,0.21982351749047976,0.1674366395699517,0.5171466901739444,0.7206779795747285,877,0.2
256,0.12186720220370212,0.0939675975290017,0.8394093898363939,0.9357049950508294,64,0.1611169138169361,0.12667744285207364,0.6530398604365766,0.8152228580243079,877,0.3
892,0.09712778525783407,0.07209606686169659,0.9218199700144625,0.967196569342831,223,0.20460656140583014,0.15889276661884935,0.589194197996254,0.7697882474905106,925,0.1
792,0.019891445661694346,0.011668414044820646,0.9964887290742787,0.9984794880187073,199,0.16224907806333055,0.12589209806275614,0.7420725011696894,0.8643183380126518,925,0.2
693,0.05032547667907586,0.03679960646489507,0.9754608506698218,0.9894589417806344,174,0.18872710728670872,0.14196556717624945,0.6374420725100723,0.7990702216395352,925,0.3
716,0.08595763921755772,0.05942935845682754,0.9192280862129283,0.9662972255405549,179,0.18506359562335511,0.13282232702532742,0.5526717800203798,0.7435840667050339,844,0.1
636,0.01279779252932126,0.0043527793272625645,0.9978858720700508,0.9990308006810804,160,0.1892793624514246,0.13852447305625418,0.5592760565331152,0.7479674575213934,844,0.2
556,0.10367760517354083,0.07182563017302711,0.8525009408658478,0.9410798227199213,140,0.17617544418936493,0.129416945156916,0.40792600230900067,0.6596119221775356,844,0.3
716,0.02231472794797346,0.015013412460858137,0.9955640970517393,0.9982555551908214,180,0.18315769537563165,0.14584738057902571,0.7076079779376581,0.8483003291277783,595,0.1
636,0.04162886561340365,0.031246418388466653,0.9840841029820989,0.9939324554886731,160,0.17921484269188678,0.14502237486246738,0.6818644534087546,0.8261517017159148,595,0.2
557,0.019256715781161213,0.012902571743170235,0.9963644488887252,0.998574042988937,140,0.19712195686553147,0.154123569338532,0.6178974840609915,0.7903973628174141,595,0.3
1299,0.008937859445323083,0.0035078178184003994,0.9993910070087375,0.9997212656472261,325,0.22767585168329407,0.17862656344912148,0.6388667998980734,0.8071306634315648,965,0.1
1155,0.01787795603403784,0.009517235103965923,0.9976307317553164,0.9989748928497689,289,0.20456665798589022,0.16201757704377376,0.6812947196454799,0.8280638287142569,965,0.2
1010,0.013074552046103523,0.005269348779287692,0.9987069029818346,0.9994082395401279,253,0.2236073375150572,0.1771945552635126,0.6610725399533015,0.8150675308025596,965,0.3
508,0.04788278987234556,0.03353133258994194,0.9714810969976884,0.9891114873991783,128,0.18065553168430892,0.1466158744239045,0.5813253146041752,0.7648500987491438,917,0.1
452,0.03786105721588992,0.024975611646489645,0.9794528138213421,0.9918734703021111,113,0.16719250011801454,0.12613514193460826,0.6518164503615379,0.8088178588016672,917,0.2
396,0.062432043328280805,0.04293258640164276,0.9454242552853535,0.9781955039447681,99,0.17422452063268395,0.1348301386541117,0.46152592884721766,0.6825747760309658,917,0.3
1009,0.07505109553379241,0.04481907824788861,0.9200061427002747,0.9697725893186913,253,0.20222630175022535,0.1256534629960255,0.5379594031202635,0.7343273868851067,623,0.1
897,0.05109442557071019,0.0258371764072506,0.9535721357168854,0.9821955108807597,225,0.15896393311738238,0.1060844335677607,0.5905977291101556,0.775424217493964,623,0.2
785,0.09449164923701626,0.054543256539853424,0.8132856178642444,0.9257554735687785,197,0.15324899822555277,0.09912277647780432,0.5370390050996728,0.7387703505837897,623,0.3
896,0.060788872271395955,0.03499838954835346,0.9404319752616457,0.9740664609084142,224,0.11287239293794396,0.07412789633374402,0.7183664816615104,0.8529313213739264,972,0.1
796,0.06370625236242562,0.03710405613000289,0.8954062333923957,0.9595737348227938,200,0.093480034188236,0.06471588713442579,0.7206522961536084,0.8537022379579743,972,0.2
696,0.0661999450537491,0.03678376320007043,0.8511002149376918,0.9452060670886492,175,0.08485300258670815,0.05457814629875622,0.667979886400716,0.818962248276309,972,0.3
807,0.011784228872143011,0.004814406715650827,0.9984840948188667,0.999296352101199,202,0.1503740506025615,0.10989734074092006,0.7575638787740073,0.8726284871657677,555,0.1
717,0.014911273364330926,0.005748474294452446,0.9968330594278475,0.9985182263072697,180,0.14234042673289685,0.10965833325996709,0.7568715463619156,0.8768763736315187,555,0.2
628,0.013067263723767892,0.008481589290964143,0.9971023144798121,0.9988003167730373,157,0.14700055950551733,0.10623993304517018,0.6741182638138761,0.824619411400427,555,0.3
876,0.050269359676695054,0.033430859133574374,0.9740267704452571,0.988927155399744,219,0.1748045258073184,0.1294773432773388,0.6779057001997076,0.8249818778822041,922,0.1
778,0.01652359570107995,0.009297613861259458,0.9968006104830625,0.9986349079509049,195,0.16441295135844716,0.11202727603815783,0.6490833953632532,0.8098223701903512,922,0.2
681,0.0433933631096974,0.028930045480040485,0.9728046482172137,0.9888301733203789,171,0.14491472928747254,0.1115148952138905,0.728138706977818,0.8566405360852667,922,0.3
798,0.020142337457565412,0.013738810333264503,0.9957237281940283,0.9981737187527306,200,0.15861727639862042,0.12596599589256924,0.709317375496639,0.842777309636257,797,0.1
709,0.05141557953431011,0.039332550351178115,0.9676005587033641,0.9864987237221746,178,0.18233033067716856,0.14265325220823055,0.6333841754327659,0.7979946735073873,797,0.2
620,0.018087295151459085,0.01259303499580839,0.9957522847747184,0.9982628928992889,156,0.14246793941395358,0.11253555573299952,0.7000056415056861,0.8413028062782906,797,0.3
747,0.06240168105266226,0.04298837189479158,0.9626732880411066,0.9845426106899823,187,0.19668769110129575,0.15230636816806004,0.6202502786779114,0.788301947127844,855,0.1
664,0.07842114062827511,0.05639838941906285,0.9339578870352315,0.9735216200194756,166,0.18252092929317526,0.14157595228089878,0.6403340572273781,0.8015886364257048,855,0.2
580,0.043171410145947095,0.03024947814034054,0.9772289383950191,0.9908508336779118,146,0.20959197089787215,0.15647739617598927,0.5517242474304083,0.7449134549724439,855,0.3
528,0.02440386086995494,0.013167460402275758,0.9918050501645782,0.9964766985154733,133,0.16185070618044345,0.11006237208989247,0.7058860725213612,0.8428784347268811,634,0.1
470,0.09203167743368343,0.06056672345305582,0.8822005585855686,0.9522356945746833,118,0.13271427553090215,0.10134897908782542,0.6639113345030119,0.8287526314441395,634,0.2
411,0.020523790176662914,0.0099869821678612,0.9926309618213172,0.996826316581174,103,0.13542469836951646,0.10461585505736201,0.7277189567490836,0.8544222226524266,634,0.3
892,0.005224144096453481,0.0016767312330511902,0.9997040965062516,0.9998587822990572,224,0.15762715293547655,0.10931746453450207,0.7186022615820027,0.8494888336427115,794,0.1
793,0.00928801026436755,0.004318598263280022,0.9990196829452311,0.9995523275330036,199,0.12247028331878602,0.09256065916621058,0.7724199438086468,0.8792886249616731,794,0.2
694,0.0476976044981794,0.030101889118865775,0.9691112498943909,0.9868957561955994,174,0.14007144974709013,0.10245385809320419,0.7245696987460518,0.8537269046044427,794,0.3
735,0.07116761387445314,0.05128808018756094,0.955560585038931,0.9816633005841753,184,0.2019172550973167,0.15755125787085036,0.6393197082101272,0.8005906822626152,887,0.1
653,0.07096477997567642,0.05118957196914572,0.9527944700498894,0.9799516952717882,164,0.21777524078418115,0.16569000488957059,0.5864610284913271,0.7667039052696483,887,0.2
572,0.12661027518107026,0.09539665177156492,0.8477262445877718,0.937640823174021,143,0.1908945493124611,0.1435465302553848,0.6024153636695244,0.7858702227284605,887,0.3
735,0.030556694386886525,0.021374974848872588,0.9911156462490379,0.996599698987914,184,0.20427791194460193,0.15708574694439828,0.6233080963263711,0.791268320311315,911,0.1
653,0.12192869603682854,0.0940064076577734,0.8541804864179603,0.9425396323166928,164,0.21353568170634182,0.16938096453544035,0.5117864978665643,0.7179069090064087,911,0.2
572,0.08780248745808458,0.0670534000658649,0.9168063884342007,0.9656388264773257,143,0.222647042985573,0.18044247883893727,0.4968071087380964,0.714321780381436,911,0.3
811,0.007371228906198287,0.0024636606880990425,0.9982406495514197,0.9993212148689162,203,0.14038676314935797,0.08154084890065061,0.5455997496055125,0.7452306606152449,805,0.1
720,0.03474783338547962,0.014997816039409065,0.9524714083971048,0.9830270315908597,181,0.12626485194066037,0.0723065847204203,0.4731364087682357,0.704035082043377,805,0.2
631,0.08776679842546681,0.04572598299523229,0.6714963729363346,0.8748494871952965,158,0.10765239879191817,0.06660037890723709,0.3702220954035532,0.6198363866782115,805,0.3
436,0.14578287920320776,0.11353604055066971,0.7966673480344286,0.9304506975673587,109,0.227545778885841,0.19008510860925185,0.5243664140393492,0.7299585901783727,918,0.1
387,0.05390213765615612,0.03930656793465871,0.97006995384776,0.9884163149882115,97,0.23627622991501512,0.19036966578752385,0.5176241824190342,0.726899831333789,918,0.2
339,0.0689244538912326,0.05264435835503334,0.9504019557441467,0.9808861421909643,85,0.2141554632336142,0.16385096112080283,0.49182226677318097,0.7084494230594753,918,0.3
741,0.07173829788685997,0.050212499029803535,0.9323421235196719,0.9714587621012828,186,0.20073386433086202,0.14928512609998656,0.5421859462779631,0.7368976144906815,875,0.1
659,0.05253929871417388,0.03434402852549611,0.9575734344082715,0.9830243991178975,165,0.16625242482733005,0.11626865203008671,0.5684312683962408,0.7607676948088495,875,0.2
