gene_id,urn,N_mutations_per_position,vefill-min_pears,vefill-max_pears
128,urn:mavedb:00000068-c-1,5,0.7870259758,0.7630440146
128,urn:mavedb:00000068-c-1,6,0.7898371614,0.7774092591
128,urn:mavedb:00000068-c-1,7,0.7901004889,0.782684984
128,urn:mavedb:00000068-c-1,8,0.7995652986,0.7884384217
128,urn:mavedb:00000068-c-1,9,0.8170877894,0.7928420449
128,urn:mavedb:00000068-c-1,10,0.8228153317,0.7952574367
128,urn:mavedb:00000068-c-1,11,0.8188523469,0.8128766675
128,urn:mavedb:00000068-c-1,12,0.8299596451,0.813131634
128,urn:mavedb:00000068-c-1,13,0.8315571053,0.8163840833
128,urn:mavedb:00000068-c-1,14,0.8327571981,0.8193013975
128,urn:mavedb:00000068-c-1,15,0.8340572195,0.8188449141
128,urn:mavedb:00000068-c-1,16,0.8371744814,0.8187000566
128,urn:mavedb:00000068-c-1,17,0.8393609716,0.82116991
128,urn:mavedb:00000068-c-1,18,0.8374155076,0.8209889572
128,urn:mavedb:00000068-c-1,20,0.8364416613,0.8213276933
165,urn:mavedb:00000096-a-1,1,0.3677916152,0.4379175325
165,urn:mavedb:00000096-a-1,2,0.5034085166,0.4949436397
165,urn:mavedb:00000096-a-1,3,0.5381904291,0.5265977472
165,urn:mavedb:00000096-a-1,4,0.6209130048,0.5736862877
165,urn:mavedb:00000096-a-1,5,0.604542802,0.6123122107
165,urn:mavedb:00000096-a-1,6,0.6242796293,0.617924284
165,urn:mavedb:00000096-a-1,7,0.6129295751,0.628662055
165,urn:mavedb:00000096-a-1,8,0.6446312952,0.6275970091
165,urn:mavedb:00000096-a-1,9,0.651815831,0.6541319941
165,urn:mavedb:00000096-a-1,10,0.660074257,0.6621003562
165,urn:mavedb:00000096-a-1,11,0.6637037346,0.6680408673
165,urn:mavedb:00000096-a-1,12,0.6678885492,0.6608241058
165,urn:mavedb:00000096-a-1,13,0.6592317978,0.6702717036
165,urn:mavedb:00000096-a-1,14,0.6676584737,0.6638872263
165,urn:mavedb:00000096-a-1,15,0.6851993016,0.6750802044
165,urn:mavedb:00000096-a-1,16,0.6826405008,0.6756487357
165,urn:mavedb:00000096-a-1,17,0.6779356477,0.6719764407
165,urn:mavedb:00000096-a-1,18,0.6772520528,0.6829959591
165,urn:mavedb:00000096-a-1,20,0.6777280076,0.6801790424
205,urn:mavedb:00000106-a-1,1,,
205,urn:mavedb:00000106-a-1,2,,
205,urn:mavedb:00000106-a-1,3,,
205,urn:mavedb:00000106-a-1,4,,
205,urn:mavedb:00000106-a-1,5,,
205,urn:mavedb:00000106-a-1,6,,
205,urn:mavedb:00000106-a-1,7,,
205,urn:mavedb:00000106-a-1,8,0.7109091798,-0.2749237013
205,urn:mavedb:00000106-a-1,9,0.5704071542,-0.1573659538
205,urn:mavedb:00000106-a-1,10,0.4210655842,-0.1942784499
205,urn:mavedb:00000106-a-1,11,0.5402189904,-0.2743769448
205,urn:mavedb:00000106-a-1,12,0.5521904841,0.06446538331
205,urn:mavedb:00000106-a-1,13,0.8169182918,-0.3648588311
205,urn:mavedb:00000106-a-1,14,0.5477125063,-0.3004366822
205,urn:mavedb:00000106-a-1,15,0.6290058656,0.01429284845
205,urn:mavedb:00000106-a-1,16,0.580125234,-0.3107938388
205,urn:mavedb:00000106-a-1,17,0.8238626658,-0.08132696977
205,urn:mavedb:00000106-a-1,18,0.7647382994,0.01890764271
205,urn:mavedb:00000106-a-1,20,0.6079969294,-0.1096601571
206,urn:mavedb:00000106-c-1,1,,
206,urn:mavedb:00000106-c-1,2,,
206,urn:mavedb:00000106-c-1,3,,
206,urn:mavedb:00000106-c-1,4,,
206,urn:mavedb:00000106-c-1,5,,
206,urn:mavedb:00000106-c-1,6,,
206,urn:mavedb:00000106-c-1,7,,
206,urn:mavedb:00000106-c-1,8,0.7311176132,0.3274376475
206,urn:mavedb:00000106-c-1,9,0.6524997079,0.03004721193
206,urn:mavedb:00000106-c-1,10,0.8094645437,0.2321494269
206,urn:mavedb:00000106-c-1,11,0.6885891881,0.2799898927
206,urn:mavedb:00000106-c-1,12,0.7024410169,0.1635463238
206,urn:mavedb:00000106-c-1,13,0.7821022544,0.3546380325
206,urn:mavedb:00000106-c-1,14,0.7749883142,0.3421008637
206,urn:mavedb:00000106-c-1,15,0.8097866659,0.3167225669
206,urn:mavedb:00000106-c-1,16,0.825900704,0.3092897435
206,urn:mavedb:00000106-c-1,17,0.8138045679,0.3658375511
206,urn:mavedb:00000106-c-1,18,0.8134627919,0.3073419502
206,urn:mavedb:00000106-c-1,20,0.8151473522,0.2405219275
207,urn:mavedb:00000106-b-1,1,,
207,urn:mavedb:00000106-b-1,2,,
207,urn:mavedb:00000106-b-1,3,,
207,urn:mavedb:00000106-b-1,4,,
207,urn:mavedb:00000106-b-1,5,,
207,urn:mavedb:00000106-b-1,6,,
207,urn:mavedb:00000106-b-1,7,,
207,urn:mavedb:00000106-b-1,8,0.6680083883,0.1256207706
207,urn:mavedb:00000106-b-1,9,0.7293632961,-0.3096038859
207,urn:mavedb:00000106-b-1,10,0.7366888384,-0.04185945503
207,urn:mavedb:00000106-b-1,11,0.7089005012,-0.003007723627
207,urn:mavedb:00000106-b-1,12,0.7377303095,-0.01625189074
207,urn:mavedb:00000106-b-1,13,0.7411301241,0.1447686652
207,urn:mavedb:00000106-b-1,14,0.706512311,0.2161444499
207,urn:mavedb:00000106-b-1,15,0.7435210893,0.09963689356
207,urn:mavedb:00000106-b-1,16,0.8629819225,0.1449987641
207,urn:mavedb:00000106-b-1,17,0.7863143703,0.1216142999
207,urn:mavedb:00000106-b-1,18,0.8582672593,0.1424965138
207,urn:mavedb:00000106-b-1,20,0.8038990079,0.1647204924
3,urn:mavedb:00000001-a-3,19,0.621820461,
6,urn:mavedb:00000001-b-2,19,0.7131695209,
62,urn:mavedb:00000041-b-1,19,0.3811463558,
64,urn:mavedb:00000043-a-1,19,0.7086679286,0.5151921051
65,urn:mavedb:00000045-h-1,19,0.8542002797,0.8664888107
68,urn:mavedb:00000045-c-1,19,0.8536704396,0.5853818527
69,urn:mavedb:00000045-d-1,19,0.8872815738,0.9038998241
72,urn:mavedb:00000045-g-1,19,0.8866131955,0.5917716987
73,urn:mavedb:00000045-i-1,19,0.8602005062,0.9006997698
75,urn:mavedb:00000045-k-1,19,0.8206524302,0.7146944922
76,urn:mavedb:00000045-l-1,19,0.5699780699,0.8683217622
80,urn:mavedb:00000047-b-1,19,0.5033052821,
81,urn:mavedb:00000047-c-1,19,0.5620257234,
82,urn:mavedb:00000047-a-1,19,0.6383013674,
83,urn:mavedb:00000048-a-1,19,0.6287927177,
84,urn:mavedb:00000048-b-1,19,0.4616526551,
85,urn:mavedb:00000048-c-1,19,0.5474128916,
100,urn:mavedb:00000054-a-1,19,0.8123117132,0.8534955659
104,urn:mavedb:00000057-a-1,19,0.7777911289,0.7074520979
105,urn:mavedb:00000057-c-1,19,0.6896219773,0.6842563349
107,urn:mavedb:00000057-b-1,19,0.7624915421,0.7586611841
108,urn:mavedb:00000058-a-1,19,0.8970822774,0.8434821518
127,urn:mavedb:00000068-b-1,19,0.7607734794,0.7297384308
128,urn:mavedb:00000068-c-1,19,0.8388376966,0.821308019
165,urn:mavedb:00000096-a-1,19,0.6836696915,0.6802683064
205,urn:mavedb:00000106-a-1,19,0.5920046708,-0.1096601572
206,urn:mavedb:00000106-c-1,19,0.8198078926,0.2405219271
207,urn:mavedb:00000106-b-1,19,0.7896295781,0.1647204924
