,completeness,repeat,dms_id,pred_score,envision_pred,fdms_pred,lasso_pred,row-mean_pred,wu2019_pred,vefill-min_pred,vefill-max_pred,vefill-min_pears_dyn_mean,vefill-max_pears_dyn_mean,5nn-blosum100_pears_any,5nn-blosum100_pears_3to5,5nn-blosum100_pears_5,5nn-functional_pears_any,5nn-functional_pears_3to5,5nn-functional_pears_5
770,0.6,0,urn:mavedb:00000106-b-1,-0.06230523283,-0.1337767935,-0.1627492868,-0.03255090453,-0.1382768373,0.09407660426,0.613806563,-0.02795187193,0.6216631159,-0.02795187193,0.7014232264,0.7014232264,0.7014232264,0.9356928619,0.9356928619,0.9356928619
1086,0.6,0,urn:mavedb:00000106-c-1,-0.2060705196,-0.1226219553,-0.09822925649,-0.08216861118,-0.1197581609,0.4838930355,0.5769501467,-0.1325429388,0.582010501,-0.1325429388,0.5080112555,0.5080112555,0.5080112555,0.9843361668,0.9843361668,0.9843361668
825,0.7,0,urn:mavedb:00000001-a-3,0.5644995844,0.4683849136,0.5330657051,0.5191608075,0.5052454836,0.5385511771,0.6033190477,,0.5980992133,,0.584143121,0.584143121,0.584143121,0.6329693302,0.6329693302,0.6329693302
1246,0.7,0,urn:mavedb:00000001-b-2,0.6537979837,0.5977763402,0.6099714296,0.6001282681,0.6415670127,0.6380414476,0.7226175454,,0.7254998192,,0.6343183971,0.6343183971,0.6343183971,0.713834909,0.713834909,0.713834909
993,0.7,0,urn:mavedb:00000041-b-1,0.3501379559,0.4154692011,0.1572630781,0.2546069621,0.06515800006,0.1359690802,0.4257678597,,0.4132106722,,0.0832999951,0.0832999951,0.0832999951,0.8335673343,0.8335673343,0.8335673343
321,0.7,0,urn:mavedb:00000043-a-1,0.4532449995,0.3066465532,0.1565853486,0.3211077991,0.4536433694,0.2242915455,0.6727816769,0.4799561119,0.6843176884,0.458057381,0.7271258716,0.7034840659,0.7034840659,0.7667054378,0.7481679225,0.7481679225
366,0.7,0,urn:mavedb:00000045-c-1,0.817241352,0.7730813248,0.738004296,0.7453172587,0.4484815407,0.501102316,0.8435765262,0.8890944509,0.8415096494,0.8977539331,0.6331982156,0.6331982156,0.6331982156,0.780752634,0.780752634,0.780752634
1118,0.7,0,urn:mavedb:00000045-d-1,0.8969783218,0.8681057049,0.826910535,0.8098133159,0.6037133018,0.6812515214,0.8793712937,0.8702878664,0.8768892666,0.8766032615,0.7382778469,0.7379231582,0.7374781426,0.8267021686,0.8265518514,0.8267761112
283,0.7,0,urn:mavedb:00000045-g-1,0.895906225,0.8764770746,0.8344607398,0.8410876041,0.6183135962,0.6795420594,0.8782000939,0.8913168417,0.8763638133,0.8866809171,0.7267571223,0.7267571223,0.7275844508,0.84765,0.84765,0.8491426329
364,0.7,0,urn:mavedb:00000045-h-1,0.8025244469,0.781261997,0.734337709,0.7535433982,0.4783286713,0.4900223194,0.8471654929,0.8409810486,0.8388179902,0.8393959335,0.6628011025,0.6628011025,0.6725423935,0.7962582693,0.7962582693,0.8025594655
135,0.7,0,urn:mavedb:00000045-i-1,0.8502635157,0.8262734747,0.7724234465,0.7078701033,0.5996060775,0.7020890169,0.8417893597,0.88958558,0.844462333,0.8893747724,0.5807742992,0.5807742992,0.5807742992,0.6587286059,0.6587286059,0.6587286059
855,0.7,0,urn:mavedb:00000045-k-1,0.7447832452,0.7120671954,0.6238326242,0.6635256367,0.3648559754,0.4505412715,0.803515829,0.8551166276,0.7991830035,0.8558919744,0.7666971592,0.7723279533,0.7723279533,0.8348477414,0.8408946098,0.8408946098
291,0.7,0,urn:mavedb:00000045-l-1,0.6165895057,0.6041024695,0.59749927,0.6304775773,0.2643102551,0.318708809,0.5776842584,0.7169416742,0.5796061236,0.7162190101,0.5494389771,0.5494389771,0.5494389771,0.640357446,0.640357446,0.640357446
808,0.7,0,urn:mavedb:00000047-a-1,0.6274070045,0.5499466842,0.5739039952,0.5840515066,0.4500536101,0.5256849808,0.6355865605,,0.6016030463,,0.4519519329,0.4519519329,0.4519519329,0.6074904453,0.6074904453,0.6074904453
652,0.7,0,urn:mavedb:00000047-b-1,0.559002038,0.5088722429,0.4594948722,0.5152879129,0.391690336,0.4554728752,0.5149629058,,0.4724299295,,0.3528834939,0.3528834939,0.3525687959,0.569732692,0.569732692,0.5694906656
170,0.7,0,urn:mavedb:00000047-c-1,0.6051457604,0.6042740811,0.4972109488,0.4954457925,0.3422015757,0.481433091,0.5688495574,,0.5332939994,,0.4335858167,0.4335858167,0.4335858167,0.5518350662,0.5518350662,0.5518350662
114,0.7,0,urn:mavedb:00000048-a-1,0.6207278429,0.591249532,0.5205062191,0.5735601787,0.4570438719,0.4784692609,0.6233637317,,0.6041642247,,0.3671857019,0.3671857019,0.3671857019,0.5621981803,0.5621981803,0.5621981803
1266,0.7,0,urn:mavedb:00000048-b-1,0.4438897556,0.4131270186,0.3632736869,0.4005829822,0.3352573091,0.3251270662,0.4807756586,,0.4600971566,,0.3088889091,0.3088889091,0.3088889091,0.4283353206,0.4283353206,0.4283353206
902,0.7,0,urn:mavedb:00000048-c-1,0.3637184453,0.3338100882,0.2711608478,0.283290612,0.2927908525,0.2994774788,0.5700551078,,0.5443187939,,0.1995130591,0.1995130591,0.1995130591,0.3913172879,0.3913172879,0.3913172879
578,0.7,0,urn:mavedb:00000054-a-1,0.7849230901,0.7528277877,0.7218701038,0.730679678,0.6405694817,0.6997825573,0.8163376122,0.8576167754,0.80550636,0.8519220852,0.6406386346,0.6508712416,0.6537645081,0.7098016568,0.7193437558,0.722983048
71,0.7,0,urn:mavedb:00000057-a-1,0.8643596956,0.8144576989,0.8309947414,0.8397138588,0.7316947813,0.7732198885,0.7704629324,0.7188528475,0.767075343,0.7143875368,0.7714825913,0.7714825913,0.7714825913,0.7895809571,0.7895809571,0.7895809571
1233,0.7,0,urn:mavedb:00000057-b-1,0.6895334596,0.6650476246,0.7007693424,0.6406541584,0.7152559421,0.6417090361,0.7666983796,0.7550807722,0.7572123119,0.7403845203,0.7639521569,0.7639521569,0.7639521569,0.7739982492,0.7739982492,0.7739982492
957,0.7,0,urn:mavedb:00000057-c-1,0.7272643653,0.6670272735,0.6679610266,0.6924908336,0.6446313668,0.6804275592,0.687037047,0.6758238726,0.6747817427,0.6685997128,0.5176228871,0.5176228871,0.5176228871,0.6276911988,0.6276911988,0.6276911988
688,0.7,0,urn:mavedb:00000058-a-1,0.9366504495,0.9226364004,0.9260996693,0.91327073,0.5831026303,0.7021361205,0.8995173106,,0.8968418027,,0.7818370343,0.7818370343,0.7818370343,0.8518841579,0.8518841579,0.8518841579
928,0.7,0,urn:mavedb:00000068-b-1,0.7290971935,0.7055606409,0.7002566416,0.691789535,0.6976347785,0.678040938,0.765675214,0.7388561922,0.7492635169,0.7315595298,0.7003155054,0.7003155054,0.7003155054,0.7435193266,0.7435193266,0.7435193266
1251,0.7,0,urn:mavedb:00000068-c-1,0.8017886821,0.7766721932,0.7414708985,0.7560342397,0.7231663791,0.7421678699,0.84227959,0.8243188331,0.8299414194,0.816507391,0.6415630416,0.6415630416,0.6415630416,0.716301086,0.716301086,0.716301086
440,0.7,0,urn:mavedb:00000096-a-1,0.655165088,0.6303893776,0.6214838013,0.619694104,0.6260647066,0.6094507295,0.6782406021,0.6705082112,0.6742947045,0.6678789326,0.5916081447,0.5916081447,0.5916081447,0.6103096955,0.6103096955,0.6103096955
1260,0.7,0,urn:mavedb:00000106-a-1,-0.01609500137,0.2753829564,-0.05733241953,-0.1754317945,-0.1031541492,0.02609952486,0.5369802136,-0.1942784499,0.5436111473,-0.1581014587,-0.009344986624,-0.009344986624,-0.009344986624,0.8757957892,0.8757957892,0.8757957892
53,0.7,0,urn:mavedb:00000106-b-1,-0.01173603118,0.1284151649,-0.1660767624,-0.009188271776,-0.1189575618,0.1526841006,0.7484890227,0.1501279831,0.7558980362,0.1501279831,0.2822526679,0.2822526679,0.2822526679,0.7736406572,0.7736406572,0.7736406572
448,0.7,0,urn:mavedb:00000106-c-1,0.05859558087,0.1032432725,-0.09563945078,0.09353488353,-0.06528270443,0.4172774293,0.7021360831,0.1471933401,0.7164126937,0.1605906151,0.5946463942,0.5946463942,0.5946463942,0.9671562586,0.9671562586,0.9671562586
1164,0.8,0,urn:mavedb:00000001-a-3,0.5862555542,0.5055764096,0.5459926496,0.5348382709,0.5241676302,0.5691276283,0.6121064785,,0.6111086261,,0.5991481126,0.5991481126,0.5991481126,0.6347369556,0.6347369556,0.6347369556
906,0.8,0,urn:mavedb:00000001-b-2,0.6564116965,0.5965180763,0.6182310588,0.641840902,0.646422717,0.6056315895,0.7157802775,,0.7121004653,,0.5873959199,0.5873959199,0.5873959199,0.7308936989,0.7308936989,0.7308936989
1325,0.8,0,urn:mavedb:00000041-b-1,0.3620453287,0.3980039127,0.246252609,0.3575319786,0.06635623296,0.08418937317,0.3007730619,,0.3535283111,,0.5007634758,0.5007634758,0.5007634758,0.8858884185,0.8858884185,0.8858884185
660,0.8,0,urn:mavedb:00000043-a-1,0.1190561459,-0.02336246318,0.2639915623,0.3892183549,0.3876605353,0.3190758902,0.6856378728,0.4948379073,0.6858974339,0.488643485,0.7034168018,0.7034168018,0.6843305582,0.7570309489,0.7570309489,0.7339236734
3,0.8,0,urn:mavedb:00000045-c-1,0.8348424718,0.7883452644,0.7671540878,0.7897387238,0.4543310398,0.4800000988,0.8493908361,0.89915393,0.856513048,0.8982022818,0.6657452235,0.6657452235,0.6657452235,0.8105494067,0.8105494067,0.8105494067
781,0.8,0,urn:mavedb:00000045-d-1,0.9000626151,0.8700350291,0.8493204896,0.8223479519,0.6001961821,0.6842652247,0.8807125171,0.8843109206,0.8791542363,0.8883413418,0.6951788492,0.6947445379,0.6947445379,0.8505469245,0.8504387357,0.8504387357
613,0.8,0,urn:mavedb:00000045-g-1,0.8877420304,0.8664773116,0.853494055,0.854706876,0.6105726175,0.6462387279,0.8827662498,0.8984314901,0.8795967386,0.8966239648,0.7582436713,0.7582436713,0.7584746364,0.8714359751,0.8714359751,0.8714408003
9,0.8,0,urn:mavedb:00000045-h-1,0.8248631542,0.7859247052,0.7588600099,0.7798328331,0.4732863909,0.5149239292,0.8557086863,0.8468250346,0.8505300343,0.8527689294,0.6924564157,0.6924564157,0.6924564157,0.8176014468,0.8176014468,0.8176014468
463,0.8,0,urn:mavedb:00000045-i-1,0.8478723542,0.817601406,0.7996786162,0.7292537451,0.5922823051,0.6872788441,0.8502970736,0.8988927347,0.8528081435,0.8967729548,0.5619114216,0.5619114216,0.5619114216,0.643685393,0.643685393,0.643685393
1190,0.8,0,urn:mavedb:00000045-k-1,0.7844684309,0.7621824304,0.6792872346,0.7099452868,0.3836962358,0.5023533808,0.8137488865,0.8628661032,0.8173771885,0.8612686371,0.7745802452,0.7749472447,0.7749472447,0.8723009248,0.8727652837,0.8727652837
610,0.8,0,urn:mavedb:00000045-l-1,0.6242626612,0.592970431,0.6257291794,0.6358738203,0.277388178,0.2673305341,0.5856567844,0.7291608257,0.5664650017,0.7240389167,0.61314357,0.61314357,0.6021830044,0.6852341537,0.6852341537,0.6781095173
1150,0.8,0,urn:mavedb:00000047-a-1,0.6379234714,0.5752392845,0.5817581117,0.6030306745,0.4576812601,0.5316872771,0.6308874769,,0.6271490726,,0.4588787207,0.4588787207,0.4588787207,0.6237085901,0.6237085901,0.6237085901
319,0.8,0,urn:mavedb:00000047-b-1,0.5828409977,0.5206151016,0.4682988969,0.5387100647,0.4040837644,0.472992452,0.5030038318,,0.4769458395,,0.3914875414,0.3914875414,0.3914875414,0.6162551407,0.6162551407,0.6162551407
501,0.8,0,urn:mavedb:00000047-c-1,0.6126585508,0.5987571858,0.5007004869,0.515491117,0.3351297698,0.4761084795,0.5686578272,,0.5390006674,,0.4307485378,0.4307485378,0.4307485378,0.578241905,0.578241905,0.578241905
443,0.8,0,urn:mavedb:00000048-a-1,0.6254777406,0.5951176743,0.528956687,0.5934532847,0.4571140583,0.484186379,0.6210070005,,0.6091942246,,0.3969394315,0.3969394315,0.3969394315,0.5423719804,0.5423719804,0.5423719804
926,0.8,0,urn:mavedb:00000048-b-1,0.4396002397,0.4458258007,0.3753044301,0.4277009867,0.3424775624,0.3246699378,0.4982772549,,0.470185367,,0.3315562849,0.3315562849,0.3315562849,0.4348008442,0.4348008442,0.4348008442
1247,0.8,0,urn:mavedb:00000048-c-1,0.3700793167,0.3464374642,0.2323846505,0.3006833268,0.3021225915,0.2708806988,0.5803918043,,0.5523625583,,0.2303623737,0.2303623737,0.2303623737,0.4069147245,0.4069147245,0.4069147245
250,0.8,0,urn:mavedb:00000054-a-1,0.7955552431,0.751848961,0.7361186985,0.7392618771,0.6453042301,0.7116427743,0.8194395201,0.8617128023,0.811354788,0.8539028442,0.6735132701,0.6752347202,0.675474162,0.7333952911,0.7349907984,0.7353681159
409,0.8,0,urn:mavedb:00000057-a-1,0.8733471753,0.8302561469,0.8292436518,0.8424040965,0.7383238344,0.758377795,0.7858933386,0.7173942659,0.7875977671,0.7110262419,0.7950536477,0.7950536477,0.7950536477,0.8317636641,0.8317636641,0.8317636641
896,0.8,0,urn:mavedb:00000057-b-1,0.7323756801,0.6741766205,0.716000096,0.7146899601,0.7221421174,0.6342888657,0.7655415773,0.7591547191,0.7604707325,0.7525368452,0.7329746759,0.7329746759,0.7329746759,0.7562167516,0.7562167516,0.7562167516
1294,0.8,0,urn:mavedb:00000057-c-1,0.7201665625,0.6929102079,0.67542752,0.679277291,0.6502737317,0.6548891934,0.6946463531,0.6630129555,0.6871987244,0.6735582595,0.5657608487,0.5657608487,0.5657608487,0.6584612414,0.6584612414,0.6584612414
1033,0.8,0,urn:mavedb:00000058-a-1,0.9446530503,0.9170929617,0.9436208824,0.9297490039,0.5955535018,0.7048091067,0.8981863436,,0.8847869447,,0.7664347574,0.7664347574,0.7664347574,0.8650127252,0.8650127252,0.8650127252
1274,0.8,0,urn:mavedb:00000068-b-1,0.7380751188,0.7131367449,0.7201954291,0.7066815097,0.7029305764,0.6886531318,0.7724511068,0.7364214472,0.7625614697,0.7249497743,0.6981612091,0.6981612091,0.6981612091,0.7469984967,0.7469984967,0.7469984967
907,0.8,0,urn:mavedb:00000068-c-1,0.8083084553,0.7854478157,0.7538692399,0.773470984,0.7238287405,0.7501560949,0.8404433165,0.8309866842,0.8409591036,0.8221799922,0.6447961353,0.6447961353,0.6447961353,0.7170866199,0.7170866199,0.7170866199
117,0.8,0,urn:mavedb:00000096-a-1,0.6641463688,0.6350687074,0.631991006,0.628584775,0.626180827,0.5914372182,0.6801987558,0.674666197,0.6705482011,0.6779591645,0.6007428896,0.6007428896,0.6007428896,0.6310482361,0.6310482361,0.6310482361
923,0.8,0,urn:mavedb:00000106-a-1,0.03732791329,0.354788338,-0.1063838755,0.05336536435,-0.05319556299,-0.1086157276,0.6399299305,-0.1354524264,0.6246251344,-0.1354524264,0.2247189105,0.2247189105,0.2247189105,0.939437667,0.939437667,0.939437667
390,0.8,0,urn:mavedb:00000106-b-1,0.05285857379,0.2259727252,-0.1464393347,0.1211803163,-0.05272166838,0.1527365764,0.8260304507,0.1614010847,0.8170131103,0.1605864766,0.5699535288,0.5699535288,0.5699535288,0.7969570144,0.7969570144,0.7969570144
121,0.8,0,urn:mavedb:00000106-c-1,0.01056688773,0.1746654775,-0.06805837008,0.1208966007,-0.002029822299,0.2335899956,0.8111854798,0.1605906151,0.8206183176,0.2004302316,0.6900096498,0.6900096498,0.6900096498,0.9694986977,0.9694986977,0.9694986977
598,0.9,0,urn:mavedb:00000001-a-3,0.5903765838,0.5288637942,0.5514655492,0.558287249,0.5356109924,0.5705315721,0.6182656972,,0.6079609515,,0.5858745172,0.5858745172,0.5858745172,0.6424508227,0.6424508227,0.6424508227
7,0.9,0,urn:mavedb:00000001-b-2,0.656723881,0.6074607746,0.6360423927,0.6464024469,0.6414666986,0.6191190241,0.7226503683,,0.7247264844,,0.6038567145,0.6038567145,0.6038567145,0.7336103317,0.7336103317,0.7336103317
433,0.9,0,urn:mavedb:00000041-b-1,0.6488205893,0.2516929285,0.4616068598,0.5192434238,0.0668914287,0.103005749,0.249306267,,0.2941747427,,0.4555666632,0.4555666632,0.4555666632,0.876129514,0.876129514,0.876129514
1124,0.9,0,urn:mavedb:00000043-a-1,0.2454030931,0.1604001623,0.2533533556,0.3902755001,0.4082399645,0.2684966019,0.7054565744,0.4759083691,0.6976384813,0.4913401987,0.6479468456,0.6479468456,0.6479468456,0.8133097181,0.8133097181,0.8133097181
905,0.9,0,urn:mavedb:00000045-c-1,0.8284577811,0.7826794615,0.786439176,0.801369672,0.4588276893,0.452541124,0.8572129253,0.9082841466,0.8544459533,0.9090045491,0.6749764412,0.6749764412,0.6749764412,0.8254562405,0.8254562405,0.8254562405
318,0.9,0,urn:mavedb:00000045-d-1,0.8940306849,0.8761590671,0.8577972284,0.8363427259,0.6241958375,0.6975123341,0.8912542466,0.8909693679,0.8853206835,0.8917708276,0.7296882235,0.7293532564,0.7293532564,0.8451723721,0.8451563962,0.8451563962
1171,0.9,0,urn:mavedb:00000045-g-1,0.8936100535,0.8798457272,0.8600430895,0.8641441302,0.6313049934,0.6697683934,0.8857130258,0.9099742519,0.8842250712,0.9018170314,0.7917636257,0.7917636257,0.7919831035,0.8690320271,0.8690320271,0.8690464097
903,0.9,0,urn:mavedb:00000045-h-1,0.818212046,0.774108718,0.7775551018,0.8071392847,0.4663661085,0.4981684917,0.861090848,0.857249655,0.8514465329,0.8650602114,0.7159761837,0.7159761837,0.728227461,0.8272334503,0.8272334503,0.8352167417
1270,0.9,0,urn:mavedb:00000045-i-1,0.8582163433,0.8308381883,0.812669204,0.7413685174,0.6041490565,0.6988506592,0.8544771765,0.9039466276,0.8552168435,0.9010744529,0.5737499216,0.5737499216,0.5737499216,0.672181014,0.672181014,0.672181014
388,0.9,0,urn:mavedb:00000045-k-1,0.7779614231,0.7537239318,0.7101835472,0.7350846564,0.3811255376,0.4814969985,0.8141585161,0.8711372705,0.8170373273,0.8696882633,0.7995649581,0.7995649581,0.8001019412,0.8684859844,0.8684859844,0.8695184896
1177,0.9,0,urn:mavedb:00000045-l-1,0.6182946874,0.5814062734,0.6282712523,0.6414521395,0.2614690397,0.3009863237,0.5768074214,0.7308746822,0.5612558759,0.7332554992,0.6134069699,0.6134069699,0.6134069699,0.6942948282,0.6942948282,0.6942948282
585,0.9,0,urn:mavedb:00000047-a-1,0.6523299601,0.5841388853,0.6011124962,0.6088540673,0.4584493819,0.5183202221,0.6479756601,,0.6357701432,,0.4947860832,0.4947860832,0.4947860832,0.6433783679,0.6433783679,0.6433783679
788,0.9,0,urn:mavedb:00000047-b-1,0.5833025187,0.5147850447,0.4631706044,0.5520391528,0.397421542,0.4571940833,0.5216453879,,0.5087064911,,0.4101845456,0.4101845456,0.4101845456,0.6323296965,0.6323296965,0.6323296965
1058,0.9,0,urn:mavedb:00000047-c-1,0.6004209499,0.5911769299,0.4968454914,0.5350713832,0.3262491976,0.4577520642,0.5712122398,,0.554020873,,0.4093821021,0.4093821021,0.4093821021,0.5506219844,0.5506219844,0.5506219844
1332,0.9,0,urn:mavedb:00000048-a-1,0.6193373382,0.5988989613,0.5369375536,0.5893328054,0.4543398637,0.4866264188,0.6241478741,,0.6184102338,,0.4136136398,0.4136136398,0.4136136398,0.559215748,0.559215748,0.559215748
130,0.9,0,urn:mavedb:00000048-b-1,0.4688380066,0.4451017846,0.3984766332,0.4255303872,0.354140338,0.3069852048,0.4900229615,,0.4718976979,,0.3168619882,0.3168619882,0.3168619882,0.4571372579,0.4571372579,0.4571372579
361,0.9,0,urn:mavedb:00000048-c-1,0.3823908104,0.3701170498,0.2514858691,0.2899129007,0.3031445825,0.2450019577,0.5724018172,,0.5468108666,,0.2332313601,0.2332313601,0.2332313601,0.4121508575,0.4121508575,0.4121508575
710,0.9,0,urn:mavedb:00000054-a-1,0.7972668808,0.7557648364,0.7423264748,0.753896792,0.6411049312,0.7081953088,0.8192145576,0.8619910594,0.8155686555,0.8555355006,0.6684932627,0.6684932627,0.6724867312,0.7516409916,0.7516409916,0.7552365603
1213,0.9,0,urn:mavedb:00000057-a-1,0.880737703,0.8317109164,0.8407829969,0.8663713,0.7459221716,0.7702661359,0.7873793663,0.7192384694,0.7764569341,0.7112001004,0.8050373262,0.8050373262,0.8050373262,0.8174035533,0.8174035533,0.8174035533
29,0.9,0,urn:mavedb:00000057-b-1,0.7181777799,0.7153909799,0.7294938341,0.7231356791,0.7310286283,0.6537267866,0.7564001215,0.7669308424,0.7570756004,0.7623684239,0.7708026929,0.7708026929,0.7708026929,0.7523056077,0.7523056077,0.7523056077
487,0.9,0,urn:mavedb:00000057-c-1,0.7306664816,0.7009456767,0.6909552438,0.7029374456,0.6579716757,0.6519242388,0.7004500056,0.6769740225,0.6773955437,0.677736529,0.5685514345,0.5685514345,0.5685514345,0.667803753,0.667803753,0.667803753
554,0.9,0,urn:mavedb:00000058-a-1,0.9486272791,0.9360819542,0.9460910498,0.9467781988,0.5980911045,0.7466247661,0.9029402325,0.8314287974,0.894366953,0.8314287974,0.7788189162,0.7788189162,0.7788189162,0.8888798161,0.8888798161,0.8888798161
467,0.9,0,urn:mavedb:00000068-b-1,0.7506774983,0.7184689269,0.7246207496,0.7249814967,0.706763264,0.6912868662,0.771002808,0.7342980991,0.7610650702,0.7298218959,0.7168281177,0.7168281177,0.7168281177,0.7509674361,0.7509674361,0.7509674361
17,0.9,0,urn:mavedb:00000068-c-1,0.8170287065,0.8009852594,0.7604224323,0.7924702754,0.7262024778,0.7514311628,0.8428240533,0.8267281605,0.8397775671,0.8196405325,0.6489434855,0.6489434855,0.6489434855,0.7215262711,0.7215262711,0.7215262711
997,0.9,0,urn:mavedb:00000096-a-1,0.6709802783,0.6402633922,0.6452110148,0.6533983918,0.6287461047,0.5977389216,0.682508285,0.6829061141,0.6797565986,0.6763661757,0.6031977217,0.6031977217,0.6031977217,0.6150072337,0.6150072337,0.6150072337
32,0.9,0,urn:mavedb:00000106-a-1,0.08710598471,0.07297248613,-0.108328156,0.08242977268,0.02916961896,0.01318373859,0.5665367704,-0.06718315177,0.7525129451,-0.1096601525,0.249797446,0.249797446,0.249797446,0.955694592,0.955694592,0.955694592
1198,0.9,0,urn:mavedb:00000106-b-1,-0.004003447437,0.173443584,-0.1517745258,0.1424437845,0.02481059038,0.1521235951,0.7811197815,0.2322973362,0.7909492203,0.1647204918,0.5525208082,0.5525208082,0.5525208082,0.8803089915,0.8803089915,0.8803089915
1000,0.9,0,urn:mavedb:00000106-c-1,0.2096692416,0.1736504074,-0.08268473906,0.2432955775,0.04777985986,0.2556717501,0.819825445,0.3240728891,0.8015822161,0.2437208784,0.611502302,0.611502302,0.611502302,0.9753658261,0.9753658261,0.9753658261
