train_size,train_RMSE,train_MAE,train_R2,train_r,test_size,test_RMSE,test_MAE,test_R2,test_r,gene_id
525,0.09419138021901739,0.0562922232531925,0.8766636344934623,0.9462978038900073,698,0.15305991278094722,0.10100657478758143,0.7411985968668133,0.8613224151078582,891
411,0.0660983189242387,0.04260336798183543,0.9486226781062765,0.9792611601557111,580,0.2248768532165661,0.16803066800851313,0.5354180522370564,0.7324239932288703,847
165,0.13458262134956833,0.10008210740562395,0.8284222517390992,0.9261823756119925,246,0.22839562842800568,0.1782891917512488,0.49959095996934433,0.7089391197912152,1045
492,0.08822371120440349,0.06339162381438118,0.9112923097064191,0.9661374586967341,700,0.252298082333422,0.1887106060822769,0.4079840940574275,0.6395567895115319,927
516,0.07465540552732727,0.05371982644237314,0.9396593027358153,0.9746988538926143,716,0.20172194966615425,0.1543238060587302,0.6409145429892538,0.8012203434439502,928
509,0.08215566131533365,0.05535870195958146,0.9337404745343625,0.9750355608645597,638,0.2425802625061267,0.17427470090355715,0.524076557823881,0.7256176825961331,685
581,0.09418329672188284,0.06640634337936334,0.9090336543339153,0.9653907700075262,795,0.2293991875271172,0.17371726645963725,0.5051438799672983,0.7108203596243509,683
555,0.02832875523398881,0.014245528872834135,0.9864045297572137,0.9941594892815553,728,0.17365920201460136,0.1286665023933139,0.6366270258607053,0.8014233886560352,632
678,0.04142280113564542,0.02700357120483415,0.985277608747698,0.9936182218352623,815,0.2003275580046453,0.14780853794244353,0.6820712170762007,0.8323914226018883,779
593,0.022381546741554657,0.012013444932562782,0.994961661184072,0.9977819559729105,833,0.18858515326935102,0.14234591871928728,0.6705640397225606,0.8207844913358322,945
572,0.0100483570653119,0.004486489088269416,0.9990707292273703,0.9995830615059142,792,0.2192449616173917,0.1646320205546751,0.5842282197663058,0.7653931474423428,766
352,0.06164342557643854,0.036588781352409824,0.9782853322983637,0.9922387262939962,517,0.3414853844350867,0.2681043203033951,0.4317449041637601,0.6605985106996348,783
433,0.032122799257819475,0.021869931158978638,0.9886964832856319,0.9957423666480648,575,0.20289681885774327,0.15360403099429687,0.6298386571151732,0.7952281249262441,611
603,0.12898230698736324,0.09241459674750489,0.8476751033182998,0.9365569051564875,834,0.228774938640947,0.17158490774324367,0.5946192761115705,0.7722649598054734,807
467,0.042187347339895896,0.030226431838498248,0.9805769564244305,0.9925577175923306,653,0.23180748158512865,0.1802121569765371,0.5204519292488112,0.7232041919071142,930
353,0.03981084251020633,0.023316284681098785,0.9804867027696976,0.990969043570354,493,0.14351280342445918,0.09674661901904319,0.8060440265123199,0.899146886573333,978
454,0.136657815527524,0.09897594119679727,0.882513113271445,0.9556237489597319,569,0.31440821853390055,0.2439309206331514,0.36404226743937484,0.6070317893130236,781
387,0.1923914239957385,0.15074916679218262,0.7860658568248393,0.9231818429383629,504,0.3400211209277136,0.26716383540460253,0.295519794613779,0.5567335942816215,936
386,0.03917165755714625,0.02605471785891597,0.9821628408581174,0.9938650066175084,498,0.2342074066942965,0.18241549670607193,0.39790243480338183,0.6314174803832734,823
487,0.11400750013926193,0.0801532185231696,0.8406293612197344,0.9394060386280862,699,0.2288507910694783,0.17524279064633352,0.454339701723942,0.685028727489658,926
183,0.18536312521077772,0.1288524615688567,0.7608880964905064,0.9078046970902063,269,0.28520532957833644,0.2122858313734312,0.24998506900964323,0.5129846692107527,1046
276,0.12276071139795489,0.0818760296114006,0.8853863179224128,0.9540284055953987,437,0.2810168845651294,0.2106654378448621,0.4321659221253953,0.6583462555119135,697
343,0.1161992345379473,0.08840561100286701,0.8820536586837593,0.956084985735464,463,0.29909204403746203,0.22786383209384792,0.3494875019508148,0.5916593056069991,790
516,0.11049272162151601,0.08482076702591082,0.9033235657384393,0.9653139552305743,678,0.2870531273745624,0.22480380494538407,0.35655435015163794,0.6015280454931972,795
341,0.06482907230996356,0.039912620981319084,0.9499416362122993,0.9781253364129019,467,0.17368161493475473,0.12295647032175781,0.6578221568849933,0.8152712845946974,976
180,0.06066984842649157,0.04560413082267903,0.9732887419207746,0.9906143856440284,295,0.34837165381450297,0.2673067612199496,0.27053414756514726,0.5651464550565366,884
178,0.024660578505342225,0.017699819359071146,0.9940260099794392,0.9978410855120488,240,0.2552614459235978,0.1959466089292883,0.5046546770954466,0.7163970462274445,1035
262,0.05312150761451244,0.03358181429340842,0.9648412493614564,0.9878844174255135,368,0.2208381961069484,0.16203972326531668,0.4134348568539449,0.6528649362481771,606
510,0.07488215836839372,0.05714887325719123,0.9557639327904298,0.9829267212977374,702,0.24880349520357822,0.19428502397280892,0.5162002462962196,0.7191150270244187,832
459,0.01933341302177874,0.01370191466178345,0.9971544574631,0.9989491214222099,578,0.2660007314917974,0.20881744181931694,0.4606659299792323,0.680524122469886,863
436,0.11135148465040089,0.08588027230998317,0.8875598502192621,0.9560120223544953,596,0.22411547472575122,0.17726419711891456,0.569825081261937,0.7583457087839365,994
322,0.03943605432152999,0.02384076122712516,0.9840911646192724,0.993351108471453,458,0.22205010778304315,0.16906948041920966,0.5937390736453183,0.770894302775482,770
323,0.03482536696908752,0.016875881634034202,0.9861646771860928,0.9945785734717683,426,0.22109413796963245,0.16206581961255292,0.4754424458138842,0.6933910740057961,643
447,0.21273913504856784,0.16829614144311053,0.735825424328008,0.8990657936438229,669,0.3471904658205323,0.2701006045218135,0.35382979580858287,0.5968060628487841,943
440,0.017540054911257073,0.010499481520521624,0.9965275397759433,0.9985301918108491,594,0.19547696067437867,0.14923853143700502,0.6209022667350022,0.7885604544290764,818
627,0.04714277093533261,0.030022177123915975,0.9774156068787963,0.9903301589398359,786,0.1890606634183429,0.13591841493144852,0.6997315604246497,0.8406435856663089,904
176,0.08045212877167804,0.055429765166018496,0.946982169968768,0.9833894414001056,222,0.30238496237567347,0.2417559973638216,0.33381866451607534,0.5807048723522402,853
541,0.10245409247657215,0.07663451214022315,0.9038723672098494,0.9614500196575155,728,0.22301669111229327,0.17380311211957827,0.5745871304289498,0.7608010689382111,613
343,0.05210880031224848,0.020476601407694566,0.9670020370224658,0.9854657061735796,453,0.19440073824686976,0.14665598985991107,0.6021231507652574,0.777374464798508,771
368,0.10660572245425183,0.07880856858445369,0.9285988546401633,0.9724605893533111,482,0.3249384704107533,0.24459870793819416,0.47342670221975525,0.6916312417603776,592
552,0.06781664687565334,0.038423149583471344,0.9354166239945643,0.9696848177071506,769,0.15775500114465285,0.10505582988513296,0.7367307410667875,0.85951520963951,809
191,0.06943058150312909,0.047769203976027325,0.9387674121235466,0.9761722367386025,225,0.22174203745811175,0.16527398058151432,0.5899624367546974,0.7884175786964243,700
174,0.1316251384920183,0.09256278328559743,0.8136399097584421,0.9282009532863853,262,0.23082252009177517,0.17391797431333064,0.4721482639555471,0.6878551626176197,968
475,0.054915473630413596,0.033386753275536966,0.9645906668358344,0.9867572226297975,683,0.20746528664195446,0.15630396119374296,0.5962033786997153,0.7742337823885063,932
535,0.07018312320516809,0.04887416203530727,0.9475179250265308,0.9802405967588125,659,0.23817643441216202,0.17530879579492628,0.5524550048062558,0.7500851637264139,990
240,0.06300106855230489,0.04592019243181194,0.9553360768401469,0.9823717702142649,320,0.20648890717296917,0.15856684774749846,0.5863360297983281,0.7705897287601424,951
339,0.0691452026309855,0.046279416049684344,0.9539531901771447,0.9822791081075704,443,0.23911009394972355,0.1777071817146628,0.5134612883865669,0.7179578876219297,716
401,0.04944918953971713,0.033982661941497884,0.9745407733981716,0.9896874941522416,573,0.2142698100061678,0.16822660103836323,0.5759554522728618,0.7624404872851644,788
446,0.12988130726667482,0.09791267175241009,0.8681910446491389,0.9499708321748077,593,0.26433002972800923,0.20261732908904387,0.4668707581178191,0.6835821683192393,819
604,0.055341714166064725,0.03691540889934436,0.9759021957883423,0.9889534915175313,708,0.1855998414991757,0.1374209531068196,0.7544974998358033,0.8691426401529718,924
371,0.11019794268075991,0.08155805445281931,0.8831808957126633,0.9483902616172387,625,0.23452390762211298,0.17802414435306704,0.5220590590465499,0.7274193101730337,601
506,0.04732670405063599,0.02320051657766076,0.964905054691883,0.9869271168544776,662,0.16872129061135882,0.11686774577081385,0.5757190403442265,0.758973210105286,988
192,0.0905133611439019,0.06032464908904622,0.92422542463423,0.9685842170072883,245,0.2119927387311518,0.1668414789659431,0.6113607833772197,0.7953156604416913,699
362,0.053843833741187654,0.03282009088606758,0.9690023596200416,0.9869972381082603,516,0.17820403809482854,0.12444849054782985,0.7055731647357157,0.8440150924795276,1004
204,0.0741201689095054,0.05620004646417121,0.9517577072486523,0.9806040743407474,269,0.20941272761977936,0.16687305955108056,0.6265799993065315,0.7923769495317952,703
10,0.2773365481736676,0.2159287546978434,-2.220446049250313e-15,,9,0.33840205767170595,0.259940279145223,-0.11056520995810959,,750
39,0.19342485608266136,0.1630713164442891,3.3306690738754696e-16,,60,0.227374413527677,0.1605389024251994,-0.016670466214733226,,869
42,0.3787961764937613,0.3068136244703508,-2.220446049250313e-16,,63,0.3640325935173198,0.3125531248269412,-0.004650396164104897,,559
154,0.09755760921771288,0.06530437202161976,0.9103200216865408,0.961513579381242,227,0.2223184930293457,0.1697878789473244,0.5609744631363589,0.76654963620504,1019
601,0.12036798013525477,0.08865835526815485,0.8839753999041502,0.9555763543331441,689,0.25092742791990513,0.19335938738279734,0.4956328669063952,0.7053515994040034,707
432,0.03129652831230287,0.020255594291244416,0.9899824237755446,0.9965938434188655,604,0.26023566403224735,0.20016704822262713,0.40422478129347794,0.6374605658960842,552
404,0.03985193944476669,0.02918752723813075,0.9881380304968499,0.9955729296290502,542,0.24445874280310467,0.19005590467851247,0.532510417387994,0.732473098671909,916
341,0.011971172039099085,0.004974746956355428,0.998365597656741,0.9992433997690741,520,0.19157904099150774,0.14257230358629977,0.6476360284342633,0.808698155954177,1002
396,0.0058017016907646705,0.00231793430218226,0.9995669309064488,0.9998063704940452,565,0.16926872615133412,0.12688440790214525,0.6957382667680347,0.8394083653616266,864
410,0.049914627486717815,0.03741153164207239,0.9775441529277432,0.9904639781899107,586,0.22872887872196337,0.1822029080233976,0.5716697336500864,0.7590552401289898,600
697,0.0814947318433859,0.0595109556728441,0.9449677900141953,0.9765923780551393,889,0.21316586939577237,0.16321226714745277,0.6132704948114622,0.7850038378571591,637
724,0.02306073984436963,0.01005430898823874,0.9929207970202784,0.9969055472086142,1005,0.16615063626677098,0.11167520129303382,0.6678533732482296,0.8217298768112744,638
