gene_id_out,train_size,train_RMSE,train_MAE,train_R2,train_r,test_size,test_RMSE,test_MAE,test_R2,test_r
788,139195,0.14138669481547228,0.10424337684642364,0.8326533792061408,0.916275360407845,974,0.17461004577443112,0.13330496430959476,0.7057007769812889,0.842135144836681
819,139130,0.14127118960051543,0.10416179207261447,0.8326884183446746,0.9162771580487615,1039,0.21438794942744535,0.16393857015627886,0.6464371876100388,0.8050890162416668
924,138857,0.15098113951302897,0.11132342375412194,0.808685597893506,0.90265886460675,1312,0.15819113140659966,0.1146054846183119,0.8152664869758333,0.9037891134099583
601,139173,0.17863234001405914,0.13152178699361958,0.7326906639266262,0.8577346479384157,996,0.2044411157200321,0.1572504242711351,0.6233618507326457,0.7899347127164884
988,139001,0.17266766455589244,0.12735707297613252,0.7510468209993446,0.8687361890973728,1168,0.1490857776371666,0.09696993026027372,0.6633905685454828,0.8169334048470922
699,139732,0.14986695685970997,0.1105071623658046,0.8118505805188628,0.9044183553640583,437,0.17555010413225836,0.13376934268950996,0.7325003966714458,0.8569693429162389
1004,139291,0.1422952324394917,0.10489917461556225,0.8305035353338976,0.9150516098792247,878,0.15668991361189646,0.10998499682332713,0.7602699095509675,0.87362054089154
703,139696,0.14538181474656298,0.10715751959282792,0.8229206066456537,0.910735501696152,473,0.19811801998386613,0.15508898864283432,0.6628320903000686,0.8165841787761288
750,140150,0.2033080512873295,0.1521172670335958,0.6537222793618558,0.8192925320246333,19,0.3000562147889267,0.228732737603158,0.023158058572466333,0.1643039480627375
869,140070,0.16617909212570375,0.12243669167098067,0.768734714626344,0.8792394441302386,99,0.17505311748600022,0.12703482538513325,0.3303403317172465,0.5785093623597203
559,140064,0.1674188185801896,0.12339934222807396,0.765153226220268,0.877115601744765,105,0.21466995608331993,0.16332593693000017,0.6628526949814308,0.815023603417286
1019,139788,0.1844995939907283,0.13579381524117345,0.7148705052993929,0.8471010496401358,381,0.1829891898567852,0.13495882062901216,0.7001266086695132,0.8367468328817267
707,138879,0.15596035498467392,0.11497993536079289,0.7961243668992244,0.89529767810096,1290,0.22472925708492625,0.17160439993609053,0.597593373358061,0.7735002577567583
552,139133,0.15034389595411907,0.11082500098899874,0.8107478253282994,0.9037582055149705,1036,0.22286629968817218,0.16879172398776188,0.5383949978744046,0.7386600838796179
916,139223,0.14147938200462945,0.10423731179212624,0.8320193314045841,0.9158970761478855,946,0.19956062919855874,0.15489322303173808,0.6954057375946254,0.8348695021457059
1002,139308,0.14142242729113824,0.10433033753159843,0.8326142912705123,0.9162489931365843,861,0.1441755035296042,0.1052148890621695,0.7893571882312167,0.8892075698405445
864,139208,0.14251084593111307,0.1050818868449461,0.8301617102243359,0.914815094543013,961,0.1407293356516724,0.10014788747334656,0.7755456734898543,0.8820464132462884
600,139173,0.15894556674909532,0.11713457801318765,0.788093385353735,0.890671980962608,996,0.1990326977133343,0.15433952798720474,0.6658266311614907,0.8185757492652712
637,138583,0.17405060302348843,0.1282032739527962,0.7459123375124552,0.8656779275965767,1586,0.19427082799276765,0.14541442855965095,0.6835006417762022,0.8289298979810127
638,138440,0.16240225133754935,0.1198716713139898,0.7796717704433667,0.8857434229370978,1729,0.14751517837835817,0.0986188693598711,0.7279280887143356,0.8556333431226473
