gene_id,cut_percent,train_size,train_rmse,train_mae,train_r2,train_r,test_size,test_rmse,test_mae,test_r2,test_r
595,0.3,557,0.01925671578,0.01290257174,0.9963644489,0.998574043,140,0.1971219569,0.1541235693,0.6178974841,0.7903973628
965,0.1,1299,0.008937859445,0.003507817818,0.999391007,0.9997212656,325,0.2276758517,0.1786265634,0.6388667999,0.8071306634
965,0.2,1155,0.01787795603,0.009517235104,0.9976307318,0.9989748928,289,0.204566658,0.162017577,0.6812947196,0.8280638287
965,0.3,1010,0.01307455205,0.005269348779,0.998706903,0.9994082395,253,0.2236073375,0.1771945553,0.66107254,0.8150675308
917,0.1,508,0.04788278987,0.03353133259,0.971481097,0.9891114874,128,0.1806555317,0.1466158744,0.5813253146,0.7648500987
917,0.2,452,0.03786105722,0.02497561165,0.9794528138,0.9918734703,113,0.1671925001,0.1261351419,0.6518164504,0.8088178588
917,0.3,396,0.06243204333,0.0429325864,0.9454242553,0.9781955039,99,0.1742245206,0.1348301387,0.4615259288,0.682574776
623,0.1,1009,0.07505109553,0.04481907825,0.9200061427,0.9697725893,253,0.2022263018,0.125653463,0.5379594031,0.7343273869
623,0.2,897,0.05109442557,0.02583717641,0.9535721357,0.9821955109,225,0.1589639331,0.1060844336,0.5905977291,0.7754242175
623,0.3,785,0.09449164924,0.05454325654,0.8132856179,0.9257554736,197,0.1532489982,0.09912277648,0.5370390051,0.7387703506
972,0.1,896,0.06078887227,0.03499838955,0.9404319753,0.9740664609,224,0.1128723929,0.07412789633,0.7183664817,0.8529313214
972,0.2,796,0.06370625236,0.03710405613,0.8954062334,0.9595737348,200,0.09348003419,0.06471588713,0.7206522962,0.853702238
972,0.3,696,0.06619994505,0.0367837632,0.8511002149,0.9452060671,175,0.08485300259,0.0545781463,0.6679798864,0.8189622483
555,0.1,807,0.01178422887,0.004814406716,0.9984840948,0.9992963521,202,0.1503740506,0.1098973407,0.7575638788,0.8726284872
555,0.2,717,0.01491127336,0.005748474294,0.9968330594,0.9985182263,180,0.1423404267,0.1096583333,0.7568715464,0.8768763736
555,0.3,628,0.01306726372,0.008481589291,0.9971023145,0.9988003168,157,0.1470005595,0.106239933,0.6741182638,0.8246194114
922,0.1,876,0.05026935968,0.03343085913,0.9740267704,0.9889271554,219,0.1748045258,0.1294773433,0.6779057002,0.8249818779
922,0.2,778,0.0165235957,0.009297613861,0.9968006105,0.998634908,195,0.1644129514,0.112027276,0.6490833954,0.8098223702
922,0.3,681,0.04339336311,0.02893004548,0.9728046482,0.9888301733,171,0.1449147293,0.1115148952,0.728138707,0.8566405361
797,0.1,798,0.02014233746,0.01373881033,0.9957237282,0.9981737188,200,0.1586172764,0.1259659959,0.7093173755,0.8427773096
797,0.2,709,0.05141557953,0.03933255035,0.9676005587,0.9864987237,178,0.1823303307,0.1426532522,0.6333841754,0.7979946735
797,0.3,620,0.01808729515,0.012593035,0.9957522848,0.9982628929,156,0.1424679394,0.1125355557,0.7000056415,0.8413028063
855,0.1,747,0.06240168105,0.04298837189,0.962673288,0.9845426107,187,0.1966876911,0.1523063682,0.6202502787,0.7883019471
855,0.2,664,0.07842114063,0.05639838942,0.933957887,0.97352162,166,0.1825209293,0.1415759523,0.6403340572,0.8015886364
855,0.3,580,0.04317141015,0.03024947814,0.9772289384,0.9908508337,146,0.2095919709,0.1564773962,0.5517242474,0.744913455
634,0.1,528,0.02440386087,0.0131674604,0.9918050502,0.9964766985,133,0.1618507062,0.1100623721,0.7058860725,0.8428784347
634,0.2,470,0.09203167743,0.06056672345,0.8822005586,0.9522356946,118,0.1327142755,0.1013489791,0.6639113345,0.8287526314
634,0.3,411,0.02052379018,0.009986982168,0.9926309618,0.9968263166,103,0.1354246984,0.1046158551,0.7277189567,0.8544222227
794,0.1,892,0.005224144096,0.001676731233,0.9997040965,0.9998587823,224,0.1576271529,0.1093174645,0.7186022616,0.8494888336
794,0.2,793,0.009288010264,0.004318598263,0.9990196829,0.9995523275,199,0.1224702833,0.09256065917,0.7724199438,0.879288625
794,0.3,694,0.0476976045,0.03010188912,0.9691112499,0.9868957562,174,0.1400714497,0.1024538581,0.7245696987,0.8537269046
887,0.1,735,0.07116761387,0.05128808019,0.955560585,0.9816633006,184,0.2019172551,0.1575512579,0.6393197082,0.8005906823
887,0.2,653,0.07096477998,0.05118957197,0.95279447,0.9799516953,164,0.2177752408,0.1656900049,0.5864610285,0.7667039053
887,0.3,572,0.1266102752,0.09539665177,0.8477262446,0.9376408232,143,0.1908945493,0.1435465303,0.6024153637,0.7858702227
911,0.1,735,0.03055669439,0.02137497485,0.9911156462,0.996599699,184,0.2042779119,0.1570857469,0.6233080963,0.7912683203
911,0.2,653,0.121928696,0.09400640766,0.8541804864,0.9425396323,164,0.2135356817,0.1693809645,0.5117864979,0.717906909
911,0.3,572,0.08780248746,0.06705340007,0.9168063884,0.9656388265,143,0.222647043,0.1804424788,0.4968071087,0.7143217804
805,0.1,811,0.007371228906,0.002463660688,0.9982406496,0.9993212149,203,0.1403867631,0.0815408489,0.5455997496,0.7452306606
805,0.2,720,0.03474783339,0.01499781604,0.9524714084,0.9830270316,181,0.1262648519,0.07230658472,0.4731364088,0.704035082
805,0.3,631,0.08776679843,0.045725983,0.6714963729,0.8748494872,158,0.1076523988,0.06660037891,0.3702220954,0.6198363867
918,0.1,436,0.1457828792,0.1135360406,0.796667348,0.9304506976,109,0.2275457789,0.1900851086,0.524366414,0.7299585902
918,0.2,387,0.05390213766,0.03930656793,0.9700699538,0.988416315,97,0.2362762299,0.1903696658,0.5176241824,0.7268998313
918,0.3,339,0.06892445389,0.05264435836,0.9504019557,0.9808861422,85,0.2141554632,0.1638509611,0.4918222668,0.7084494231
875,0.1,741,0.07173829789,0.05021249903,0.9323421235,0.9714587621,186,0.2007338643,0.1492851261,0.5421859463,0.7368976145
875,0.2,659,0.05253929871,0.03434402853,0.9575734344,0.9830243991,165,0.1662524248,0.116268652,0.5684312684,0.7607676948
875,0.3,576,0.06321916676,0.04033780623,0.9341169034,0.973083949,145,0.1564532746,0.1235245801,0.6031325804,0.7843308845
602,0.1,712,0.08151256249,0.05682642763,0.9314109888,0.9697284238,179,0.1565379604,0.1148806904,0.7442575506,0.8634751605
602,0.2,633,0.03349196548,0.01927001282,0.9874185491,0.9943167822,159,0.1519260855,0.1101966835,0.7581527653,0.8722284338
602,0.3,554,0.01362038355,0.004230225332,0.997844511,0.9989772025,139,0.1468960594,0.1131921203,0.7539485488,0.8686775747
915,0.1,682,0.1226946201,0.09277581058,0.8728057275,0.9502111573,171,0.1978041189,0.1569861384,0.6513012948,0.8121404678
915,0.2,606,0.06099696993,0.0453940083,0.9678110678,0.9869492483,152,0.1834023869,0.1381360091,0.6750703088,0.8232634545
915,0.3,530,0.06089856091,0.04637599968,0.9653440916,0.9860639435,133,0.1958270202,0.1569640768,0.6425061308,0.8019007742
782,0.1,748,0.02136311348,0.01443169706,0.9961375522,0.9984836658,188,0.1980591551,0.1507061842,0.6031668848,0.7782051208
782,0.2,665,0.005682170164,0.001712368048,0.9996949572,0.9998560231,167,0.2003486623,0.1487805813,0.6590261257,0.8132893441
782,0.3,582,0.05345806962,0.03877292184,0.9717600182,0.9885807962,146,0.212050449,0.1615151564,0.5413507946,0.7389759734
684,0.1,1220,0.02859311172,0.01713912537,0.9924723425,0.9966964585,306,0.1503214889,0.108015075,0.7792155582,0.8830966976
684,0.2,1084,0.02190454796,0.01131952651,0.9943572628,0.9975002264,272,0.1539311369,0.1138849048,0.7204111087,0.854885248
684,0.3,949,0.01321193997,0.005801093627,0.9970322958,0.9987077145,238,0.1665947488,0.1166986791,0.6193168608,0.7871023446
789,0.1,557,0.00953972244,0.003718469485,0.9992356908,0.9996660251,140,0.2348501918,0.1754726986,0.5003940109,0.7074849148
789,0.2,496,0.03476858482,0.0252088635,0.9886932799,0.9954862093,124,0.2174982249,0.1643329234,0.5531048464,0.7462738082
789,0.3,433,0.04940658708,0.03646864083,0.9760155677,0.9901649479,109,0.2310442783,0.1842093192,0.5463751536,0.7498452554
737,0.1,1014,0.0783827993,0.05402401841,0.9328166416,0.9711871706,254,0.1704866788,0.125274375,0.6767331922,0.824638289
737,0.2,901,0.04056824949,0.02612255759,0.9771323602,0.9905922407,226,0.1523281804,0.1070070668,0.6921689854,0.8361038425
737,0.3,788,0.0197501163,0.01016995244,0.9934436479,0.9972172188,198,0.1381542488,0.09811626623,0.7016458022,0.8394428485
667,0.1,736,0.08114602588,0.05704143937,0.9161911692,0.965553264,184,0.1685886206,0.1221444787,0.6569317757,0.812617749
667,0.2,654,0.07532813946,0.05171739621,0.9265439094,0.9683193663,164,0.1625584727,0.1146437897,0.6114314694,0.7820516943
667,0.3,572,0.006296637543,0.002312450789,0.9994094523,0.9997329292,144,0.1639903391,0.1133871488,0.6845427546,0.8328349132
881,0.1,544,0.01224338105,0.006606395033,0.9970865014,0.9987455785,137,0.1185925869,0.09305693199,0.8091454041,0.9009325316
881,0.2,484,0.01658004855,0.009251794661,0.9943144878,0.9975129064,121,0.09956723399,0.07947437641,0.7761621365,0.8926855775
881,0.3,424,0.005819873857,0.001691468863,0.9990056083,0.9995385988,106,0.1212352747,0.09158666544,0.6584969526,0.8146460854
963,0.1,1149,0.02947499237,0.01682068404,0.9891079716,0.9953882295,288,0.1899617352,0.1461558565,0.5877994181,0.7756894186
963,0.2,1021,0.04220758695,0.02704882847,0.9664394961,0.9875814023,256,0.1573026285,0.1226662203,0.5127788962,0.7167551911
963,0.3,894,0.05506789453,0.03828619209,0.9202162499,0.9708768452,224,0.1399966831,0.1050593825,0.4922127486,0.7084986612
785,0.1,676,0.02670412635,0.01941663853,0.9943979559,0.997886113,170,0.2260670713,0.1809482924,0.5856472565,0.7659786334
785,0.2,601,0.02007029845,0.01440257056,0.9964774486,0.9986761917,151,0.2181997026,0.1796917071,0.5973471296,0.7791171205
785,0.3,526,0.02417394418,0.01706845684,0.9946023074,0.9979530567,132,0.2258524882,0.1807895107,0.462827163,0.6819463435
665,0.1,1135,0.07525150185,0.05545896329,0.9527590035,0.9825898298,284,0.2523909447,0.1880599446,0.4778553234,0.6961702152
665,0.2,1008,0.06934737634,0.05065723009,0.956607797,0.9834295941,253,0.2271109791,0.181637508,0.5112362727,0.7192630858
665,0.3,883,0.04359468077,0.03082253767,0.9814718895,0.9930542674,221,0.2101427939,0.1631673223,0.5862760078,0.7728903804
914,0.1,672,0.008390516182,0.003513964198,0.9993215519,0.9996905432,169,0.1938981531,0.1501069583,0.6487794842,0.8078605825
914,0.2,598,0.05460459577,0.03958307994,0.9697043682,0.9875708763,150,0.192366936,0.1458312772,0.6132959536,0.786320081
914,0.3,523,0.01762042572,0.01145749419,0.9966558953,0.9986178371,131,0.2053266272,0.1545871903,0.539219427,0.7351799005
635,0.1,769,0.04588597864,0.03363219042,0.9831078306,0.9939551294,193,0.2233877347,0.1781071865,0.5688576769,0.7550561244
635,0.2,684,0.006505001034,0.001785424388,0.9996525706,0.9998377369,171,0.2318127358,0.1788292995,0.5631294169,0.7511009985
635,0.3,598,0.005640079411,0.001924056947,0.9997248641,0.9998770235,150,0.249311172,0.1959315502,0.6036456274,0.7889012862
668,0.1,770,0.06609663176,0.0432478278,0.9502837218,0.9800690557,193,0.1618876496,0.115935808,0.6942176565,0.8396398737
668,0.2,684,0.01445108738,0.005779968789,0.9972024969,0.9987383217,172,0.1742545825,0.1151314746,0.6742326597,0.8211695091
