gene_id,cut_percent,train_size,train_rmse,train_mae,train_r2,train_r,test_size,test_rmse,test_mae,test_r2,test_r
668,0.3,599,0.0778695271,0.04724385431,0.9188702908,0.9676374754,150,0.1422692031,0.09800350217,0.6373897768,0.7993028497
698,0.1,300,0.04367822012,0.03324856583,0.9838825509,0.9939854227,76,0.2406493522,0.1853378518,0.5106657816,0.7156864016
698,0.2,267,0.03376297705,0.02377707353,0.9893856423,0.9961142547,67,0.2311496443,0.1897300912,0.5712280648,0.7562213467
698,0.3,233,0.1335866029,0.1027970436,0.8360887422,0.9342199963,59,0.2187614854,0.1690194362,0.4726698805,0.7039592229
740,0.1,682,0.09013727827,0.06879884619,0.9162755037,0.9643296243,171,0.1913937296,0.1490858457,0.6549021403,0.8103849579
740,0.2,606,0.1191738741,0.09237252492,0.8422279176,0.9355418901,152,0.1767847475,0.138483924,0.6194381974,0.7872173759
740,0.3,530,0.06290067352,0.04797919916,0.9492818823,0.9783298462,133,0.1891096364,0.144874256,0.5704559334,0.7608259969
597,0.1,778,0.07743308202,0.05836891527,0.9429227169,0.9789029961,195,0.2389341833,0.187739791,0.445783496,0.6780506502
597,0.2,692,0.0794504038,0.05959390736,0.9341523694,0.9753078227,173,0.2578580588,0.2033849504,0.2328655012,0.5042002386
597,0.3,605,0.07718647689,0.05770952595,0.9289431551,0.9744616715,152,0.2252003571,0.1804398166,0.4088670325,0.6527229815
891,0.1,880,0.01476420263,0.004322210088,0.9956970446,0.9979411848,221,0.108535483,0.07471123362,0.8374531635,0.9152078353
891,0.2,783,0.08314509189,0.0493929958,0.8152698731,0.9272191021,196,0.1006522956,0.07390192353,0.6634850939,0.8222269691
891,0.3,685,0.008942379215,0.00208780408,0.9969557971,0.9985368725,172,0.08674220791,0.05900078152,0.6638428222,0.8325844392
847,0.1,713,0.04717828304,0.03113000967,0.9744752758,0.9895122896,179,0.1815147756,0.1362621778,0.6043835569,0.7775909423
847,0.2,634,0.05454592504,0.03465503913,0.9609335847,0.9833564087,159,0.1443309639,0.1075110461,0.7021352572,0.8388556226
847,0.3,555,0.04310215046,0.02511305848,0.9722274475,0.988200406,139,0.1606686532,0.1225527866,0.6760627968,0.8319875465
1045,0.1,296,0.1095381856,0.08279456857,0.8566893399,0.9403204521,74,0.1784380217,0.1338533144,0.6070831987,0.7853703403
1045,0.2,263,0.1064442096,0.08004166408,0.8522983878,0.9395125782,66,0.1614420072,0.1261023467,0.6127116474,0.7850854097
1045,0.3,230,0.06927010015,0.05248801366,0.9306285124,0.9712885237,58,0.1676522621,0.1309159762,0.5982684206,0.7754144801
927,0.1,858,0.02114487683,0.01292471598,0.9948317617,0.9980436838,215,0.2060493453,0.1536089111,0.5020537484,0.7117175087
927,0.2,763,0.0358698421,0.02422422534,0.982805441,0.9934732922,191,0.1816929537,0.1366626668,0.5988315805,0.7809732073
927,0.3,668,0.02285009482,0.01421436353,0.9920839393,0.9970382055,167,0.1625503858,0.1202495138,0.60497145,0.7811972313
928,0.1,887,0.04931187819,0.03237745976,0.9732808539,0.9888295812,222,0.1527609987,0.1154831393,0.7463092159,0.8654603227
928,0.2,788,0.04904500479,0.03364872823,0.9697888248,0.9871466399,198,0.1499357179,0.1073971915,0.7435170911,0.8699178137
928,0.3,690,0.01172147229,0.005365026123,0.9981690324,0.999181031,173,0.1498597609,0.1113822208,0.6962410819,0.8352448019
685,0.1,826,0.04737793197,0.03032392135,0.9754122445,0.9904890214,207,0.1942983519,0.1470784113,0.5493669346,0.7436730957
685,0.2,734,0.02619895846,0.01420775208,0.9913512097,0.9965971423,184,0.1894450583,0.1391322225,0.5244958167,0.7351848175
685,0.3,642,0.03807561634,0.02537562119,0.9789134245,0.9921308282,161,0.1904235041,0.141903424,0.483810932,0.69716748
683,0.1,991,0.07276470883,0.04909583448,0.94001762,0.9763795476,248,0.1967461097,0.1520485544,0.5362668907,0.7342044592
683,0.2,880,0.09833809078,0.06990057214,0.8692080835,0.9503500405,221,0.183691375,0.1393799029,0.5167879239,0.7217434662
683,0.3,771,0.0697325637,0.04640377047,0.9216874661,0.9709675346,193,0.1757811793,0.130015424,0.425548796,0.6538697805
632,0.1,924,0.04770706529,0.03062077319,0.9645060728,0.9847771075,231,0.1249600401,0.0932815158,0.6335278015,0.7974699424
632,0.2,821,0.03564269932,0.02177963327,0.9733864644,0.9893161534,206,0.1305012988,0.09514650921,0.6631456978,0.8161690726
632,0.3,719,0.03316287043,0.01722713078,0.976028149,0.9901676793,180,0.1123069669,0.08503554338,0.7290996149,0.854663957
779,0.1,1075,0.01611579792,0.008700693289,0.9975704012,0.9988982706,269,0.1667825431,0.124160325,0.7470849237,0.8648039284
779,0.2,956,0.02925512858,0.01895755861,0.9901622406,0.9958296487,239,0.1373598047,0.1044987882,0.7647754879,0.8748770138
779,0.3,836,0.01934765741,0.01144783623,0.9940083309,0.997512349,210,0.1477478403,0.1099180303,0.6210641061,0.7890194504
945,0.1,1027,0.05471949622,0.03640439716,0.9621438433,0.9842849257,257,0.1758792454,0.1330314304,0.6063440205,0.7811069095
945,0.2,912,0.06780914561,0.04596344987,0.9262658534,0.9701485254,229,0.1570799886,0.1152974129,0.6061910777,0.7790369717
945,0.3,799,0.03814155174,0.02498028418,0.9707724416,0.9893902907,200,0.1344478384,0.1020173541,0.6076519244,0.7818985982
766,0.1,982,0.0166885299,0.009761209204,0.9972964388,0.9988124244,246,0.1752522889,0.1312578433,0.6910114235,0.8321201118
766,0.2,873,0.01184111559,0.006933656312,0.9985903805,0.9993844967,219,0.1631709054,0.1250959588,0.7031391544,0.8388487302
766,0.3,764,0.005107409107,0.001123308051,0.9997157458,0.9998614607,191,0.1618280454,0.1279175534,0.7113438789,0.8447138287
783,0.1,626,0.151774649,0.1111076001,0.8678854043,0.951001783,157,0.2960453984,0.2393020005,0.5875297734,0.7787855009
783,0.2,556,0.1926082795,0.1481278812,0.7962178202,0.9205914517,140,0.3259895783,0.2497934288,0.3327678986,0.5897599244
783,0.3,487,0.1749870557,0.132626214,0.8366358288,0.9359770633,122,0.29440575,0.2200348236,0.3841754514,0.6235629112
611,0.1,726,0.02139889318,0.01224853161,0.9949622863,0.9979205398,182,0.169615728,0.1255399548,0.67362886,0.8259935328
611,0.2,645,0.02644170633,0.01469508899,0.9912319181,0.9963409496,162,0.1472614759,0.1076981174,0.6569477097,0.8118769212
611,0.3,564,0.04882998275,0.03276600304,0.9617568884,0.9851615393,142,0.1640698102,0.121167214,0.6581129728,0.8158448324
807,0.1,1035,0.1121946929,0.08142937434,0.8781330522,0.948107158,259,0.1839591595,0.1396514688,0.6468466183,0.8066848061
807,0.2,920,0.05438735039,0.03623560241,0.9679302756,0.9861194761,230,0.1660438713,0.1286436339,0.644559205,0.8054792669
807,0.3,804,0.04028745724,0.0266319337,0.9787247419,0.9908929371,202,0.1545448423,0.1173028705,0.6319232309,0.7970367083
930,0.1,806,0.02205389888,0.01513645663,0.9947672045,0.9979491611,202,0.1911342655,0.1542387052,0.6513694004,0.8181496859
930,0.2,716,0.06347603001,0.04822661432,0.9558465552,0.9816891492,180,0.1765932495,0.1356371036,0.6108319257,0.786476386
930,0.3,627,0.0568381443,0.04376870806,0.9608459034,0.9838928982,157,0.1826066742,0.1434599278,0.6283898689,0.8007355154
978,0.1,609,0.01574588045,0.006043208249,0.9964841364,0.9983280925,153,0.1152684381,0.07520773258,0.8331421703,0.9128206579
978,0.2,541,0.007548154029,0.002192585218,0.9988750907,0.9994539688,136,0.1205701471,0.07835489484,0.7972642722,0.8970733085
978,0.3,474,0.009658885913,0.00358675525,0.9978782781,0.9990377329,119,0.1139803969,0.07357868437,0.7320991698,0.8603106425
781,0.1,736,0.1069285265,0.08095963945,0.9197961685,0.9688602946,185,0.2894141963,0.2222142137,0.4990644019,0.7127385348
781,0.2,655,0.1688609844,0.1314785248,0.8132474503,0.9258163101,164,0.2547337013,0.2018004729,0.5196167981,0.723053774
781,0.3,573,0.1252014104,0.09799140112,0.8947177778,0.9572430579,144,0.2771847833,0.2081351011,0.46561133,0.6852927867
936,0.1,641,0.1357671766,0.1029919582,0.8937838367,0.9640213708,161,0.326441623,0.2572706497,0.3817012035,0.6271499791
936,0.2,570,0.1929708964,0.149966739,0.7952629449,0.9266371266,143,0.3109931754,0.2467176984,0.3852909924,0.6435923275
936,0.3,499,0.1168373015,0.08725963956,0.9208971218,0.9728329589,125,0.3404493169,0.2609774183,0.402875492,0.6489771526
823,0.1,636,0.04142924119,0.02828744681,0.9773654613,0.992184591,160,0.2122551279,0.1627774834,0.3958874414,0.6460372958
823,0.2,566,0.07362528754,0.05454291207,0.9200636366,0.9714569455,142,0.2153451392,0.1622237739,0.4140088217,0.6469409947
823,0.3,495,0.06329944057,0.04624081567,0.9381760204,0.9777600172,124,0.1842447722,0.1419596923,0.4347911591,0.6600738916
926,0.1,854,0.05111334305,0.03521022956,0.9669769905,0.9874874872,214,0.1839609384,0.1461427159,0.5764607691,0.7625127958
926,0.2,759,0.08817917647,0.06564098575,0.8943823416,0.9578962194,190,0.1630017567,0.1239269572,0.602289017,0.7763928464
926,0.3,664,0.09101228378,0.06584680637,0.8783922159,0.9502873552,167,0.1935831654,0.1491647457,0.4542581382,0.6744990886
1046,0.1,325,0.08048650748,0.06005694245,0.9268333196,0.9739035755,82,0.2431022165,0.1912600727,0.5330320208,0.7542804247
1046,0.2,289,0.1048088235,0.08151607665,0.8583394326,0.9447595175,73,0.2535045259,0.2055687923,0.4265035662,0.6724373571
1046,0.3,253,0.1440149087,0.1142027024,0.7747428037,0.919658925,64,0.2227981995,0.1737189351,0.3033787468,0.5736616979
697,0.1,513,0.1207568647,0.07964941799,0.8783485838,0.9485277566,129,0.2230590686,0.1666438416,0.5964254644,0.786139896
697,0.2,456,0.1416604563,0.09861027768,0.8153927016,0.9281683066,115,0.2179658761,0.1649572697,0.5282631291,0.7282311776
697,0.3,400,0.09990091467,0.06558540508,0.8949174064,0.9576428572,100,0.159403295,0.1272837717,0.6728471362,0.8398102651
790,0.1,580,0.03954615775,0.02840381592,0.9852525432,0.9948285674,146,0.2359457812,0.1887096135,0.5535007256,0.7488055293
790,0.2,516,0.006632530994,0.002212268384,0.9995608378,0.9998010585,129,0.2474906991,0.1960778583,0.3292223408,0.6040395887
790,0.3,452,0.003510477845,0.001565069808,0.9998613254,0.9999413954,113,0.2363031858,0.178536157,0.39072557,0.643890728
795,0.1,860,0.04844873272,0.03395506326,0.9817054996,0.9933719302,215,0.2519890467,0.1967178521,0.440159602,0.6644061008
795,0.2,764,0.05811222851,0.04296028289,0.9727162587,0.9903962381,192,0.2482702249,0.1987892772,0.5299511163,0.7327669341
795,0.3,668,0.01762722486,0.01135510235,0.9974198003,0.9990448613,168,0.2540192515,0.2057954159,0.5184846283,0.7246075817
976,0.1,582,0.03492147038,0.01870816228,0.9816169447,0.9916040938,146,0.1319941532,0.0927363227,0.7899353697,0.8921312899
976,0.2,517,0.04217118914,0.02492001487,0.9700370654,0.9862774903,130,0.1135320196,0.08237122663,0.832798407,0.9170088685
976,0.3,452,0.04945829334,0.03061063349,0.9580149851,0.9809583101,114,0.1055332604,0.07558838223,0.819909907,0.9102797857
884,0.1,342,0.1021964349,0.07558096447,0.9208190683,0.9697835458,86,0.2834767117,0.2289693606,0.4750936556,0.6904774755
884,0.2,304,0.1797540058,0.1402286657,0.7542365287,0.9149111274,76,0.2799602151,0.2154156783,0.3184741783,0.5692374975
884,0.3,266,0.1574823151,0.1195678261,0.7881720748,0.9310120558,67,0.2669610368,0.212921042,0.3535173869,0.6141406291
1035,0.1,301,0.1111016262,0.08317041437,0.8815722486,0.9556048142,76,0.1989220811,0.1714704868,0.605401519,0.7929359385
1035,0.2,268,0.1281456575,0.0975648921,0.8453265983,0.9410794799,67,0.2177711413,0.1793377047,0.4312504498,0.6654738735
1035,0.3,234,0.06777395159,0.05116577004,0.9509038565,0.9818924076,59,0.2175414657,0.1733590396,0.51760785,0.7216380598
606,0.1,453,0.08195495801,0.05967748694,0.9046875891,0.9627182995,114,0.1916947083,0.1454466729,0.5430842707,0.7372260366
606,0.2,403,0.0818405755,0.06159886486,0.9068155537,0.962974884,101,0.1694653056,0.1300317932,0.5296397638,0.7293547863
606,0.3,352,0.07194683709,0.05416766159,0.9240062973,0.9700951287,89,0.1737669614,0.130827709,0.5493141946,0.7465575329
832,0.1,872,0.03329336378,0.0243918019,0.9908085541,0.9964583666,219,0.2397972758,0.1887557477,0.5036758179,0.715322803
832,0.2,776,0.08262032305,0.06242461108,0.9376255183,0.9753314504,194,0.2393441383,0.1894473953,0.487610149,0.699158137
832,0.3,679,0.1163613105,0.08981683223,0.8657288152,0.94759077,170,0.2140081391,0.1681497504,0.4924562501,0.7189508341
863,0.1,747,0.01817036861,0.01197432877,0.9972464403,0.9989444707,187,0.2375687985,0.1954645929,0.5410707895,0.7381623173
863,0.2,664,0.03402465609,0.02447068987,0.9894230242,0.9960216761,166,0.247410004,0.2058572031,0.5591528661,0.7528737873
863,0.3,580,0.04792260191,0.03548042897,0.9790056644,0.9921245626,146,0.2154672303,0.170914142,0.5808637269,0.7684906622
994,0.1,743,0.05750498346,0.04251898563,0.9672721613,0.9867445789,186,0.1890292215,0.1407580517,0.6426155868,0.8041638973
994,0.2,660,0.03054217253,0.02006446115,0.9899917327,0.9959496042,166,0.1868871378,0.1525849921,0.6195049006,0.789883042
994,0.3,578,0.0403021804,0.02633441562,0.9806495579,0.9919463247,145,0.1801005427,0.1416663201,0.6587910857,0.8123104195
770,0.1,561,0.04065057552,0.02681205401,0.9847519376,0.9934963702,141,0.1682888139,0.1265596839,0.6573408411,0.8180380152
770,0.2,499,0.07067200082,0.05120016484,0.94524828,0.9775257288,125,0.1543505099,0.1226596998,0.7321231877,0.8556797452
770,0.3,436,0.01277516744,0.006681105373,0.9978774892,0.9990482249,110,0.1541854923,0.1151609696,0.748068263,0.8714359196
643,0.1,540,0.06337093917,0.04260469791,0.9483927134,0.9793111449,135,0.2281552302,0.1554838817,0.4630921646,0.6881256442
643,0.2,480,0.03793875377,0.01932238112,0.9811061561,0.991982141,120,0.2199402185,0.1403230858,0.5272768706,0.7328191942
643,0.3,420,0.07928344389,0.05199165057,0.9217826319,0.9686942542,105,0.1638715508,0.1306841114,0.5898423252,0.7784375014
943,0.1,804,0.1002491615,0.07513341166,0.9398469119,0.9768883064,201,0.3017161086,0.2284732486,0.4859510264,0.6971199182
943,0.2,714,0.0247548095,0.01505584068,0.9962032752,0.9985137923,179,0.2787304866,0.2262007283,0.5406451314,0.7393790556
943,0.3,625,0.09005812798,0.06844275742,0.9463167312,0.9792675935,157,0.241855277,0.190385144,0.5927330085,0.7710513986
818,0.1,744,0.04270784768,0.03050945161,0.9794831959,0.9912471935,187,0.1762396842,0.1361672045,0.5965353997,0.773361423
818,0.2,662,0.0777924919,0.05603814005,0.9202078828,0.9668411841,166,0.1619583289,0.1282808041,0.6461807538,0.8049260226
818,0.3,579,0.04242397974,0.0287276279,0.9734197599,0.9887109033,145,0.178083977,0.1315706802,0.5439954313,0.7433856611
904,0.1,1017,0.02990272057,0.01771084546,0.9905122204,0.9959467207,255,0.1632834422,0.1155854092,0.7250299407,0.8517534653
904,0.2,904,0.03615295659,0.02078975606,0.9834382273,0.9929116669,227,0.1508021246,0.1064700888,0.6783269761,0.8239268713
904,0.3,792,0.03171367282,0.01879011148,0.9855113411,0.9939590179,198,0.1372832841,0.09709017451,0.6695274407,0.8196999825
853,0.1,287,0.09926423844,0.07607521845,0.9082774732,0.9660938617,72,0.2408370334,0.2010146226,0.4508223399,0.6803023507
853,0.2,255,0.1424260975,0.1115866133,0.8077799892,0.9236849437,64,0.235572938,0.1898508614,0.3001725777,0.5978218477
853,0.3,223,0.1272273787,0.09817050869,0.8302659172,0.9349127946,56,0.2260695765,0.1922420485,0.4153189586,0.6576526433
613,0.1,914,0.04623414328,0.03122712589,0.9799054415,0.9917284356,229,0.1899591171,0.1392955822,0.652795875,0.8085273764
613,0.2,812,0.04783495752,0.03233565092,0.9751409477,0.9899930101,204,0.1955968535,0.1434773814,0.6404581585,0.8008048772
613,0.3,711,0.04484696223,0.03020856917,0.9736731103,0.9895251509,178,0.1912120613,0.143108029,0.5483016468,0.7455774504
771,0.1,573,0.07287448208,0.04925091736,0.9310865067,0.9705467105,144,0.1801692304,0.137930318,0.62657671,0.7925000118
771,0.2,509,0.04359285914,0.02542207454,0.9695321412,0.9868035629,128,0.1458221875,0.1127324184,0.613073575,0.7856826136
771,0.3,446,0.01650777313,0.007762796321,0.9946808245,0.9976380562,112,0.1501312553,0.1089445568,0.6803355103,0.8600803893
592,0.1,612,0.0360898074,0.02220196088,0.9916833579,0.9967867964,153,0.2565222939,0.2118359388,0.5930350851,0.7727955403
592,0.2,544,0.05935215658,0.04091424383,0.9773625342,0.9910610165,136,0.2477076385,0.2054160513,0.5794575441,0.7634501574
592,0.3,476,0.05561494436,0.04045241909,0.9786495371,0.9917984311,119,0.2697407274,0.2159702944,0.5803891776,0.7677293212
809,0.1,951,0.07532281798,0.04642857768,0.8939290294,0.9523513688,238,0.1087035747,0.07687389917,0.7217119673,0.8541361274
809,0.2,845,0.04965826669,0.02771133026,0.911676319,0.963031369,212,0.09704400354,0.06785871002,0.6685650185,0.8202776908
809,0.3,740,0.05635174616,0.03186195405,0.8376208591,0.9367476382,185,0.0874393802,0.05845252975,0.4571512518,0.6899681865
700,0.1,300,0.0884236827,0.0631348988,0.9088642091,0.961485507,75,0.2058404089,0.159014957,0.6040986823,0.7851155764
700,0.2,266,0.06519568279,0.0453262408,0.9477182416,0.9778664436,67,0.1644487095,0.1267125344,0.6869337216,0.845123056
700,0.3,233,0.09070844484,0.06661145302,0.8974949339,0.9575825278,59,0.1319919515,0.106805034,0.7402603101,0.8684193674
968,0.1,314,0.03459472173,0.02322992823,0.983840746,0.9935245721,79,0.1863374941,0.1452338468,0.6906290359,0.8444418105
968,0.2,279,0.08066437253,0.06086203665,0.9114776251,0.962492223,70,0.1715781214,0.1378589792,0.6234781037,0.7912190912
968,0.3,244,0.04025385323,0.0286800996,0.9773524932,0.9903616916,62,0.1760508411,0.1382146034,0.463950374,0.6825538942
932,0.1,834,0.05941725428,0.0420165438,0.9590571529,0.9828718143,209,0.168106368,0.1219949789,0.6393474092,0.7997428884
932,0.2,741,0.0491376534,0.03416032055,0.967815772,0.9867204179,186,0.1567996223,0.1210195347,0.6638436918,0.8187182389
932,0.3,648,0.06816983728,0.04885216275,0.931471006,0.971963179,163,0.157185319,0.1186897897,0.6343605483,0.7988232662
990,0.1,860,0.008088583889,0.001871239457,0.9993734016,0.9996960885,215,0.2032772928,0.1441014068,0.6586536457,0.8132648638
990,0.2,764,0.03625939812,0.02164562377,0.98590559,0.9939701869,192,0.1916537255,0.1384637978,0.5228088186,0.7232336367
990,0.3,668,0.08531818163,0.05892257797,0.9074618654,0.9641147216,168,0.203002445,0.150773192,0.4742667417,0.6890807524
951,0.1,403,0.03069889788,0.02184669436,0.9890098266,0.9955297685,101,0.1765624592,0.13969098,0.6512861919,0.8130188376
951,0.2,358,0.06137960138,0.04663438259,0.9507979775,0.9795906481,90,0.1977825923,0.1485047527,0.5360104403,0.7342580365
951,0.3,313,0.05938891587,0.04374632814,0.9487153062,0.9799673905,79,0.1568624947,0.1238729027,0.6774914175,0.8284111482
716,0.1,563,0.01047795186,0.002500009849,0.998812123,0.9994427448,141,0.2196206284,0.1551077946,0.6548260809,0.8151058117
716,0.2,500,0.06940941966,0.04548683304,0.9449731815,0.9778656149,126,0.1733852045,0.1331596548,0.6669999612,0.8211623252
716,0.3,438,0.007171069156,0.002620645872,0.9993743654,0.9997182855,110,0.1698826797,0.125584646,0.6567615952,0.8128877563
788,0.1,701,0.03836678143,0.02571265676,0.9839673964,0.9934281397,176,0.2071360357,0.1540465543,0.5012476093,0.7101401516
788,0.2,624,0.04201183711,0.02889039788,0.9775983794,0.9912059326,156,0.1750514944,0.1285817015,0.5063918213,0.7231081616
788,0.3,545,0.06324488229,0.04019390215,0.9331147902,0.976423191,137,0.1750325774,0.1301981594,0.4883440494,0.7039441071
819,0.1,748,0.05865970815,0.04171719392,0.9708488629,0.9887954479,188,0.233879151,0.1802372365,0.5411463322,0.7363875522
819,0.2,665,0.02574015237,0.01586040485,0.994064675,0.997679957,167,0.2308882671,0.1827762245,0.4744637833,0.694595494
819,0.3,582,0.00581591807,0.002416911522,0.9996670091,0.9998496097,146,0.1919018107,0.1534640762,0.6144172723,0.7841542847
924,0.1,944,0.02896981487,0.01861659464,0.9934023975,0.9969908161,237,0.1582002869,0.1139930585,0.8040107988,0.8967784975
924,0.2,840,0.01964612519,0.01181886862,0.996327456,0.9983594698,210,0.1571585,0.1121186999,0.7791319768,0.8832393121
924,0.3,735,0.01051589926,0.004253042089,0.9984779651,0.9993053123,184,0.1514679176,0.113714037,0.7136574804,0.8493560882
601,0.1,717,0.1254008812,0.09382599084,0.8446339548,0.933393255,180,0.2066989348,0.1587508669,0.5744517948,0.7582838312
601,0.2,637,0.1168609832,0.08703943099,0.8562575019,0.9379926484,160,0.187605241,0.1443668549,0.514265286,0.7185229474
601,0.3,558,0.107836308,0.07913740087,0.8715351596,0.9431970009,140,0.1850574019,0.1383851569,0.6363196876,0.807745444
988,0.1,841,0.01820864463,0.006610098341,0.9938836465,0.9973122851,211,0.1605687993,0.09139180317,0.5570452847,0.7598652411
988,0.2,748,0.04538321656,0.02302424349,0.9591020481,0.9833950914,187,0.1157058565,0.07783171526,0.7427715745,0.8625644808
988,0.3,654,0.05704616256,0.03202531115,0.9387993057,0.9747687051,164,0.1224049587,0.08075852419,0.6616104289,0.8146179073
699,0.1,315,0.05452907884,0.03667465163,0.9686019712,0.986385212,79,0.1717783139,0.1257348352,0.7427691447,0.8698958599
699,0.2,280,0.02865880973,0.01708592391,0.9905421567,0.9959689495,70,0.1669748649,0.1350833391,0.7155189089,0.8640072786
699,0.3,244,0.03572028434,0.02752156585,0.9820162561,0.9925007095,62,0.1455540132,0.1144995018,0.7912533165,0.897698621
1004,0.1,632,0.01891420821,0.009893972024,0.9960819493,0.9982057705,159,0.1847898641,0.1254057087,0.6011405894,0.778101497
1004,0.2,562,0.05431700052,0.03343853253,0.965576981,0.9845260727,141,0.1328132771,0.09710914761,0.7955047843,0.8969234859
1004,0.3,492,0.01205281146,0.003974683833,0.9981795599,0.9991434167,123,0.1542606687,0.1049114812,0.6736609421,0.8342127588
703,0.1,340,0.03059770101,0.02214941365,0.9911965474,0.9965590523,86,0.1908897382,0.1470403783,0.7270966844,0.8613321345
703,0.2,303,0.09335064073,0.06661101589,0.9158767758,0.9656015668,76,0.193149812,0.1557745661,0.6130021716,0.7838728572
703,0.3,265,0.04904949924,0.03471967131,0.9745437571,0.9899908686,67,0.1860824656,0.140996174,0.6598108981,0.8215877797
869,0.1,72,0.1787694259,0.1401921547,-2.22E-16,,18,0.1831183046,0.1495689885,-0.003575445167,
869,0.2,64,0.1380252275,0.1157873083,-2.22E-16,,16,0.254923677,0.180822746,-0.1047446803,
869,0.3,56,0.1397689913,0.1132057111,-4.44E-16,,14,0.2534970057,0.1844948467,-0.09114608514,
559,0.1,76,0.3722722557,0.3101069436,-2.22E-16,,19,0.3281980129,0.2661701552,-0.1683996305,
559,0.2,67,0.3763022592,0.3119229248,2.22E-16,,17,0.3292768695,0.2520778252,-0.3935880833,
559,0.3,59,0.3468614933,0.2882183029,0,,15,0.3832293697,0.3069454225,-0.693844131,
1019,0.1,274,0.01012588058,0.005564177339,0.9988289,0.9994661218,69,0.207962187,0.1689795349,0.6450399866,0.8098732912
1019,0.2,244,0.07578150971,0.05807782388,0.9308630934,0.9698642912,61,0.1536741915,0.1212904815,0.7011511931,0.8418099785
1019,0.3,213,0.04326756214,0.03296862406,0.9741204966,0.9891380713,54,0.1533600956,0.1145642248,0.7596097153,0.8831547519
707,0.1,928,0.07823811014,0.05683247459,0.9459893513,0.9783426014,233,0.2145395423,0.1632918148,0.5368232436,0.742299083
707,0.2,825,0.03401891783,0.02410690999,0.988135779,0.9952256441,207,0.18562858,0.1430537378,0.5903591699,0.7692468638
707,0.3,722,0.005041008015,0.001887873693,0.9996705925,0.9998516924,181,0.1925235127,0.1541916969,0.5897711647,0.7700065748
552,0.1,746,0.0639175289,0.04419749691,0.9526345757,0.9840812831,187,0.2237835473,0.17402498,0.4621925747,0.6849605051
552,0.2,663,0.05214493253,0.03462078829,0.9616463747,0.9880913116,166,0.2350794731,0.1680705175,0.2180077379,0.4871329094
552,0.3,580,0.07576750131,0.05056260718,0.9071258869,0.9717477285,146,0.1996795359,0.1463370268,0.353525344,0.5991103488
916,0.1,681,0.03953168032,0.02903760861,0.9876536146,0.9951938913,171,0.2119774537,0.1615604227,0.6374605055,0.7998857973
916,0.2,605,0.0164811543,0.01072706936,0.9977278966,0.9990761697,152,0.2318124811,0.1773716464,0.6196777398,0.7951532961
916,0.3,530,0.06842517112,0.05004412021,0.9617003346,0.9839874892,133,0.2022859084,0.1580440135,0.6540241504,0.8198386954
1002,0.1,620,0.007563169043,0.00210298744,0.9992546396,0.999645062,155,0.1443226146,0.1068894324,0.7648672761,0.8792333369
1002,0.2,551,0.02139384902,0.01208241924,0.9931841573,0.9970553372,138,0.1406944263,0.09644419316,0.699963133,0.8404699797
1002,0.3,482,0.02493153142,0.0141116493,0.9904106274,0.9959377228,121,0.1091989518,0.08247941331,0.7583793966,0.8718663499
864,0.1,692,0.0153661098,0.00856855841,0.9963657244,0.9984546408,173,0.1693399659,0.1190053754,0.5160183041,0.7198650629
864,0.2,615,0.006679637577,0.002051632784,0.9992626158,0.9996560183,154,0.110892968,0.08216978792,0.7531818932,0.870314152
864,0.3,538,0.02510242198,0.01408765832,0.9878700915,0.9951651643,135,0.1507377821,0.1062930266,0.6532472341,0.8163531408
600,0.1,717,0.05302762361,0.03900544318,0.9752915295,0.9894501899,180,0.2090815626,0.1628961721,0.6233243747,0.790230719
600,0.2,637,0.05263392923,0.03901468206,0.9746224232,0.9893577783,160,0.1804395234,0.1432391568,0.6938999545,0.8351948932
600,0.3,558,0.02469213554,0.01622965534,0.9941389974,0.9974915177,140,0.2060052745,0.1635369655,0.619481793,0.7918776066
637,0.1,1142,0.05610049267,0.04104844882,0.9697932636,0.9872940925,286,0.1833804528,0.1377589122,0.6623227862,0.8144911969
637,0.2,1015,0.02283130379,0.01603027335,0.9944400473,0.9976648824,254,0.1773810144,0.1381238758,0.6786296415,0.8247144168
637,0.3,888,0.0177765596,0.0122886529,0.9962221647,0.9984343659,223,0.1730401382,0.1286853877,0.6810218922,0.8321174995
638,0.1,1245,0.01726421059,0.007272082233,0.9933563,0.997135272,312,0.1066640155,0.06902720703,0.6694154701,0.8181816116
638,0.2,1107,0.06461633948,0.03481266104,0.8467160108,0.9419380442,277,0.1185200835,0.07225388078,0.6005204802,0.794189668
638,0.3,968,0.02716038148,0.0122753308,0.954825402,0.9817551605,243,0.08714974575,0.05329073464,0.5789039237,0.7637771951
552,0,828,0.1421410803,0.1054864533,0.8063459326,0.9241316949,208,0.2547467895,0.1907055131,0.4618196745,0.6844369964
555,0,896,0.006564832059,0.002477775112,0.9996134984,0.9998168638,225,0.149709123,0.1094886267,0.7883535695,0.8887357713
559,0,84,0.2046956105,0.1668177684,0.7078082369,0.8858543323,21,0.2508160978,0.2008456185,0.425113893,0.656343469
585,0,1015,0.1133691243,0.08761190018,0.8879365433,0.9544248806,254,0.2132037645,0.167107747,0.5704951145,0.7565760995
587,0,835,0.1067717959,0.07246585556,0.8780686973,0.9485900449,209,0.1986131344,0.1400002502,0.5003241661,0.7194694531
592,0,680,0.09818800621,0.0599753312,0.9484159229,0.9789496671,170,0.2925870353,0.2312504278,0.4950128707,0.7062286103
