gene_id,train_fraction,5nn-blosum100_any_pears,5nn-blosum100_3to5_pears,5nn-blosum100_5_pears
12,0.3,0.7559190276630922,0.7838169998353405,0.7539934660206267
14,0.3,0.4288096262589528,0.4524717701026637,0.585607860735026
16,0.3,0.4516280774212272,0.47367047946058455,0.44516358700574643
17,0.3,0.2916299834535768,0.3023673334528922,0.3298630480786281
21,0.3,0.2907992110641156,0.3220559826261827,0.29451659997313734
26,0.3,0.47527839121459114,0.5743041304256215,0.5585733615887043
61,0.3,0.5922460167206149,0.6176488179216113,0.5478324932499531
62,0.3,0.4711828470276761,0.48250231907299873,0.507556339781228
64,0.3,0.696674409728662,0.6749155215738827,0.7451554316695252
65,0.3,0.5710331338088946,0.6271668890589653,0.6385104485814093
66,0.3,0.2585920791948947,0.2586331053035319,0.2570202847307525
67,0.3,0.46179369921979324,0.5924524768361537,0.3557894128917999
68,0.3,0.39320475700780333,0.4384081477056494,0.4897809657470622
69,0.3,0.608584983466077,0.6228940805351555,0.699724175489858
70,0.3,0.3662439033554857,0.45143622663117433,0.3966770539570991
71,0.3,0.40696805000682157,0.43269821023941396,0.3009480027933412
72,0.3,0.5658657464452576,0.6159934232688339,0.6811295943228783
73,0.3,0.41962177916269366,0.35805797541367146,0.3546557410926915
74,0.3,0.19751279040475414,0.23832886606195938,0.4092996169481984
75,0.3,0.6687744123056106,0.7022258088756819,0.7510857395568724
76,0.3,0.3928765300809244,0.3994612499868643,0.45838967914666573
79,0.3,0.3782825979460131,0.3782825979460131,0.3667003594624706
80,0.3,0.2568265569695246,0.2848402007007856,0.29997918578338484
81,0.3,0.25049627419370285,0.23804261499831095,0.27344351155580754
82,0.3,0.35793520994505335,0.39322131103502767,0.4039237261735564
83,0.3,0.20868069407633955,0.2312761350597017,0.2650708073352448
84,0.3,0.22551323893755948,0.24189024529935685,0.21597255116774192
85,0.3,0.23925747855886417,0.22942743574876825,0.2193994661181328
92,0.3,0.4097075113830458,0.41553248869910614,0.42753115769486316
95,0.3,0.2885526302918562,0.2196530842807527,-0.19099711204729913
96,0.3,0.17558937376079312,0.28311951181091316,0.4522989585549609
97,0.3,0.29854323069152927,0.3254141854098081,0.8626933925240443
99,0.3,0.7381102219324781,0.7332245014075541,0.8919905715071587
100,0.3,0.5285501739383865,0.6091107737130041,0.5972424558393425
104,0.3,0.5897975337331995,0.5688094532376708,0.6334437220214285
105,0.3,0.3798894889237822,0.3880035163532869,0.4452617123047821
107,0.3,0.6626436996175187,0.6530699565893002,0.7198040725250089
108,0.3,0.5384292236483973,0.5466928086067724,0.5366664437795855
109,0.3,0.5765323037030335,0.6038206107872389,0.5803977183762611
110,0.3,0.33921009416954623,0.29412447483033977,0.19561072296383558
111,0.3,-0.022816296489224633,-0.037756859902613085,-0.0013919962535499375
112,0.3,0.3638869941020991,0.8622067248029341,
113,0.3,0.38061620379627226,0.25242383079576924,
114,0.3,0.4902181790360849,0.7922874936011264,
115,0.3,0.3751647393709522,0.5710643416343887,
116,0.3,-0.2656483922882481,-0.5025339244332214,
117,0.3,-0.21739704517184985,0.3463719821150698,
118,0.3,0.11657192907162167,0.3036237049096312,
119,0.3,0.31003357891427796,0.7351732401784019,
120,0.3,0.3512659862870685,0.5610196182507156,
121,0.3,1.0,,
122,0.3,,,
123,0.3,0.0913279912333351,0.12473834791404073,0.1501207575499775
124,0.3,0.06090415520427659,0.05530923059838012,0.069163979579747
125,0.3,0.19756368825207996,0.23376252891090704,0.11190575744884584
127,0.3,0.6328510296937877,0.6556181214139788,0.6598541609078584
128,0.3,0.5852391105758158,0.5850085269772755,0.5956175977549966
130,0.3,0.6256892263334284,0.6937239440282793,0.7533606787705679
132,0.3,-0.05616523388902364,0.08587631658497676,
133,0.3,0.3941530420193528,0.38020214341190084,0.3091037260695522
135,0.3,0.19964275556182515,0.20580050347424425,0.2219378544784514
150,0.3,0.4101056437472676,0.4368670145482909,
161,0.3,0.41954655211614983,0.5103787330710613,
163,0.3,0.6013703687106374,0.6101376016251308,0.6151306597606331
164,0.3,0.5101805296626352,0.49368272780048794,0.4378052420463331
165,0.3,0.4963793497092799,0.5014130550231279,0.5247024388339643
194,0.3,0.16749393125967027,0.16749393125967027,0.1368990609888292
195,0.3,0.8909769636753813,,
197,0.3,0.49061433616837635,0.5524246773931197,0.6045054069177713
205,0.3,0.2160985415290021,0.2160985415290021,0.3349544450176676
206,0.3,-0.01560123213390946,-0.01560123213390946,0.7740327019036216
207,0.3,0.388527569955736,0.388527569955736,0.37059258643437715
2,0.4,0.7063920593067566,0.6760970786700273,
3,0.4,0.5267721822871266,0.52666002971797,0.548147143529655
6,0.4,0.5382984680637471,0.5382984680637471,0.5450083278732566
7,0.4,0.12394120554992574,0.11941774047440111,0.16558121965267636
10,0.4,0.0701719908422994,0.0718439393591523,0.10350783426580014
12,0.4,0.7125537108672575,0.7125537108672575,0.7199933184214006
14,0.4,0.44654962398543463,0.48646717175170895,0.48319324821579873
16,0.4,0.42579154922308343,0.4253013786034766,0.3962807785155834
17,0.4,0.2970256688718315,0.3483192984893464,0.3712183605962877
21,0.4,0.2627135458299245,0.264616768704803,0.3196302401704343
26,0.4,0.4510610823139189,0.4680460788875726,0.49211149187488346
61,0.4,0.6055377342081801,0.618445513172481,0.5841823293646101
62,0.4,0.16001746283558183,0.16001746283558183,0.2856777444203773
64,0.4,0.6220349194311084,0.6220349194311084,0.6193621626234578
65,0.4,0.5707894377792172,0.5841087078016456,0.4591977701812665
66,0.4,0.3024072096940676,0.335256858360529,0.36752071203235676
67,0.4,0.5053878361910922,0.5335487615545456,0.4778487167145505
68,0.4,0.4826484949366941,0.5220791600229787,0.4951354067728407
69,0.4,0.648573243379283,0.6470499224167552,0.6649253334712504
70,0.4,0.3685449152735609,0.3337098917904032,0.32093546014397634
71,0.4,0.2969113561487729,0.32054527798477095,0.3712797400577436
72,0.4,0.6122858954777608,0.6130287410120097,0.7251861067819588
73,0.4,0.3980610045901831,0.41480212432647556,0.4866558853812311
74,0.4,0.358125554363447,0.3586844782743405,0.3142315280508735
75,0.4,0.6910322816360503,0.6937221936407928,0.7163859154005935
76,0.4,0.4675728077440843,0.45644865455531725,0.40764297156040635
79,0.4,0.046912532885013354,0.046912532885013354,0.007814862867993797
80,0.4,0.27564683047008925,0.2792033020471525,0.29549359467215847
81,0.4,0.34061224605797114,0.3505300769980865,0.3413418805903155
82,0.4,0.402017528276603,0.40250690875210426,0.4407452677822316
83,0.4,0.26459978508734994,0.26583077878124495,0.25848718188943487
84,0.4,0.21041648560459217,0.21383629387836994,0.2425104815756492
85,0.4,0.17283073036791236,0.1716879317921952,0.17016384974223234
92,0.4,0.4619833505942768,0.4544355156360675,0.460470433854727
95,0.4,0.31102928923804724,0.29606820053330474,0.2724953674838466
96,0.4,0.4420270178785224,0.45730836239741446,0.36133850029511744
97,0.4,0.4596075088899254,0.4596075088899254,0.46895558410278476
99,0.4,0.7312361057623054,0.7307080225522846,0.7279177091516376
100,0.4,0.6126084545958943,0.6180498226239548,0.6196255499076712
104,0.4,0.6559203273018898,0.6511072270976991,0.6560184090578781
105,0.4,0.5059692043618915,0.5059692043618915,0.4839881860303257
107,0.4,0.7531630952847321,0.7548598833528449,0.7569252294384509
108,0.4,0.6104353703099307,0.6355144513648727,0.6357539866121464
109,0.4,0.5906543638395558,0.5815027768137985,0.6127346204190266
110,0.4,0.193274608827283,0.2923247777246894,0.2480525471497834
111,0.4,0.01113016286685941,0.01113016286685941,-0.016295276850202836
112,0.4,0.557344529374246,0.6918255933688453,0.9347483532548511
113,0.4,0.41369107146733863,0.6163777610342416,0.972864960359247
114,0.4,0.4731693483062176,0.627459770648693,1.0
115,0.4,0.02108617271696461,0.5837968721029184,1.0
116,0.4,0.08242404556020012,-0.3387879045305837,
117,0.4,0.4908256550293884,0.19520506631898615,0.6167399235429495
118,0.4,0.6624358643917764,0.6408655309742687,
119,0.4,0.425489919863015,0.850806151797715,1.0
120,0.4,0.35287968017655047,0.546523481876708,1.0
121,0.4,,,
122,0.4,1.0,,
123,0.4,0.1865651812021263,0.18160584632490578,0.2453779411732564
124,0.4,0.03756562775007354,0.04319567947195545,0.09575356120683971
125,0.4,0.12625617764102373,0.09356853488748483,0.02019948178001441
127,0.4,0.680441887778794,0.6816219393592782,0.6815192349332119
128,0.4,0.6285711748369774,0.6245433064172699,0.6184188843955221
130,0.4,0.5410948109829751,0.46966650308186053,0.449888387753634
132,0.4,0.09967473465986205,0.10180493482335944,0.9508406657128933
133,0.4,0.402005675771474,0.39638855926092603,0.3926100938150275
135,0.4,0.30014270909247087,0.31985466241282506,0.17707734143482654
150,0.4,0.3605377201935735,0.2965338605271998,
161,0.4,0.4057580448401522,0.5422333249206434,0.6003605369505467
163,0.4,0.5815772617334848,0.5924910978968475,0.6412352449191415
164,0.4,0.5621178674305529,0.5884099018368496,0.5807878471737683
165,0.4,0.5641080963229854,0.5684564215499732,0.5630660061314819
194,0.4,0.05621354814617202,0.05621354814617202,0.05621354814617202
195,0.4,-0.6195324545393568,,
197,0.4,0.5583070917264209,0.5878912575791504,0.6336200185874633
205,0.4,0.031573963222270386,0.031573963222270386,0.05053944884571974
206,0.4,-0.03763966705388647,-0.03763966705388647,-0.05263563400850253
207,0.4,0.2061966018015826,0.2061966018015826,0.2061966018015826
2,0.5,0.5712013487671554,0.675642332054908,-0.2492990685939384
3,0.5,0.5431688803256354,0.5452988030527856,0.5494730198885114
6,0.5,0.5491236672510657,0.5491236672510657,0.5424257726313779
7,0.5,0.11759005088920373,0.11096493969805839,0.10447142140917899
10,0.5,0.1186878364612516,0.12467966311661426,0.12545952628902396
12,0.5,0.7532134644631873,0.7532134644631873,0.7483851016847922
14,0.5,0.38503911391459933,0.3855066432273558,0.4003701590490519
16,0.5,0.5300432037826853,0.5442490754690955,0.5191682810673458
17,0.5,0.32860078683522426,0.32992716971561015,0.3821188946275597
21,0.5,0.30514758764545186,0.31039837584803687,0.3322921043680007
26,0.5,0.4827008065760215,0.48299028366155966,0.4972538835036782
61,0.5,0.6503465985713351,0.6549788942829422,0.5988322357184537
62,0.5,0.6422109800815864,0.6422109800815864,0.6422109800815864
64,0.5,0.6083157568533948,0.5648925668357871,0.5648925668357871
65,0.5,0.6946530016073558,0.6942316127732352,0.7118186718836054
66,0.5,0.3877302393613464,0.3884345124604931,0.35621586899878815
67,0.5,0.5234702306458672,0.5260291208264049,0.5536481891324034
68,0.5,0.5350629015020664,0.5454036014203973,0.608843832523702
69,0.5,0.6639916573130752,0.6663800500314143,0.6647402262544717
70,0.5,0.4950239222908759,0.4963044623033343,0.5168712048154414
71,0.5,0.3512269661916057,0.3512269661916057,0.33764310965053196
72,0.5,0.6337495039033458,0.6338675320806116,0.646414501165751
73,0.5,0.5111924370152104,0.5085654825568384,0.5142097358593993
74,0.5,0.36115757439394436,0.36115757439394436,0.39172221736780355
75,0.5,0.7749522573033274,0.7769476108518896,0.7783927094130313
76,0.5,0.3927385867745836,0.3927385867745836,0.41139870655751487
79,0.5,0.2512609228554181,0.2512609228554181,0.2512609228554181
80,0.5,0.30692290124194066,0.3059176609694096,0.29920535314425584
81,0.5,0.36593274800823894,0.36593274800823894,0.3767800315874914
82,0.5,0.3933437642244379,0.3923942164867728,0.3909172895194601
83,0.5,0.3481299176412088,0.3481299176412088,0.3590244320552084
84,0.5,0.2950785580912081,0.2948438906957634,0.2927845692691091
85,0.5,0.2533348881025878,0.2533348881025878,0.2594671506465763
92,0.5,0.44148512810084223,0.4422165654186559,0.44019161736034296
95,0.5,0.5183450573672304,0.5183450573672304,0.5183450573672304
96,0.5,0.4152947108200267,0.4152947108200267,0.3919180672752195
97,0.5,0.6084119749686052,0.6084119749686052,0.724957737336314
99,0.5,0.6653496286292127,0.6653496286292127,0.6640691040297686
100,0.5,0.6104375049809138,0.6184577898326109,0.6118112387057589
104,0.5,0.7072817493035048,0.713140308519219,0.7134677046616262
105,0.5,0.40473203459362095,0.40473203459362095,0.4142214496659987
107,0.5,0.7399463607691079,0.7399463607691079,0.7417821264077852
108,0.5,0.6333153283950321,0.6333153283950321,0.826499733187589
109,0.5,0.6254271803558734,0.6306062873706497,0.6404227192126577
110,0.5,0.4492903712065383,0.4492903712065383,0.4364000680204417
111,0.5,0.29711712567967047,0.3091642386695293,0.31561168136164197
112,0.5,0.48290361583715746,0.7619358583467836,0.7164982519173858
113,0.5,0.4784335019418598,0.4791712817983651,-0.9734993691998665
114,0.5,0.4288557640773249,0.4462254068920672,-0.27833651466257486
115,0.5,0.5503285019634665,0.6255020203276552,0.9373143912539683
116,0.5,0.007966419822573428,0.12474878193280316,-0.8037601867430093
117,0.5,-0.132235376828422,0.04383155729177471,0.2634206034316794
118,0.5,0.7056276799760317,0.2552988972656203,0.9324202906503367
119,0.5,0.4414303854143951,0.19220717608308993,0.4614568601622887
120,0.5,0.6060724445811011,0.85874496112761,-0.06612483797369767
121,0.5,0.01705010026606235,,
122,0.5,,,
123,0.5,0.13251334304023954,0.13251334304023954,0.14793733283297103
124,0.5,0.07932550297098806,0.10419222324677616,0.09519398997332337
125,0.5,0.1801968373012645,0.1570015298826806,0.13355149449455495
127,0.5,0.6964092664690993,0.6969418892460892,0.6876232611888742
128,0.5,0.6422148746952986,0.6422148746952986,0.6388166150530422
130,0.5,0.6003789826472302,0.6003789826472302,0.6003789826472302
132,0.5,0.13251372249438378,0.3081524911149799,-0.9273492319836463
133,0.5,0.5932672763706062,0.5932672763706062,0.6311177322038036
135,0.5,0.30474817293233813,0.26601575701569424,0.22690116912819563
150,0.5,0.29817173213765036,0.4956590472195773,-0.0986826882029021
161,0.5,0.48215764111667136,0.33131257726471847,0.8953904607717977
163,0.5,0.6181236447032128,0.6363675511628605,0.6596279758437177
164,0.5,0.601313089217101,0.6023767758648757,0.6019086583473654
165,0.5,0.5862232647862,0.5856858749666394,0.5852792292892496
194,0.5,-0.01894724176212977,-0.01894724176212977,-0.01894724176212977
195,0.5,0.9455505071035047,,
197,0.5,0.6049731092528772,0.6328079421219271,0.6250328257328241
205,0.5,0.0840295205789729,0.0840295205789729,0.0840295205789729
206,0.5,-0.11344712622814045,-0.11344712622814045,-0.11344712622814045
207,0.5,0.033966590461644845,0.033966590461644845,0.033966590461644845
2,0.6,0.48987644395686847,0.42293988790129394,0.09392202959712022
3,0.6,0.569508273191067,0.569508273191067,0.569508273191067
6,0.6,0.5975037992341847,0.5975037992341847,0.5975037992341847
7,0.6,0.05781851637980105,0.05781851637980105,0.06637481857101916
10,0.6,0.142772883449378,0.142772883449378,0.14924913629400102
12,0.6,0.7527278648496727,0.7527278648496727,0.7527278648496727
14,0.6,0.44954549687433376,0.4750453018499524,0.4931606616166152
16,0.6,0.5093394826638591,0.5041955025784904,0.49112998632770255
17,0.6,0.3349487953131117,0.34715297856792154,0.3525453869621839
21,0.6,0.28610546417687766,0.2866406702514704,0.3030466586990236
26,0.6,0.5282047453640525,0.5326669509856813,0.5327719232967725
61,0.6,0.6353572225617642,0.6449286230965847,0.6394013031029707
62,0.6,0.5571988571796055,0.5571988571796055,0.5571988571796055
64,0.6,0.6896175384277383,0.6589814533708678,0.6589814533708678
65,0.6,0.6786145482764161,0.7118549768056824,0.7109605427287068
66,0.6,0.27053096236698454,0.28817614259868873,0.28646364138513947
67,0.6,0.5466174017395867,0.5483082685403707,0.4049971134530028
68,0.6,0.6394374636609305,0.6394374636609305,0.6394374636609305
69,0.6,0.6545232791160608,0.6545232791160608,0.6543643825321386
70,0.6,0.5318748701395358,0.5329648779422561,0.5482539093568596
71,0.6,0.28924389821776647,0.28924389821776647,0.2671648419004013
72,0.6,0.7237217759420342,0.7237217759420342,0.7289336620475941
73,0.6,0.5382459063570825,0.5382459063570825,0.5415936430314751
74,0.6,0.37656783450632847,0.37656783450632847,0.37656783450632847
75,0.6,0.734211726609518,0.734211726609518,0.745689489844869
76,0.6,0.60835561045161,0.60835561045161,0.5982444233470371
79,0.6,0.6101893925106128,0.6101893925106128,0.6101893925106128
80,0.6,0.35683452292771883,0.35683452292771883,0.35566317022345234
81,0.6,0.3750480737471539,0.3750480737471539,0.3750480737471539
82,0.6,0.4298142746019895,0.4298142746019895,0.4298142746019895
83,0.6,0.3523744088308815,0.3523744088308815,0.3523744088308815
84,0.6,0.2974699509632927,0.2974699509632927,0.2974699509632927
85,0.6,0.19943663979735252,0.19943663979735252,0.19943663979735252
92,0.6,0.45825461630738545,0.45825461630738545,0.4533811731316225
95,0.6,0.587265715494033,0.587265715494033,0.587265715494033
96,0.6,0.5000312603794624,0.5000312603794624,0.5000312603794624
97,0.6,0.5125469055442913,0.5125469055442913,0.49765385261663475
99,0.6,0.7356071621802599,0.7356071621802599,0.7356071621802599
100,0.6,0.6354941920210287,0.6402740055423262,0.6429021959968212
104,0.6,0.7539479777849426,0.7539479777849426,0.7539479777849426
105,0.6,0.45109348844876845,0.45109348844876845,0.44554850171995475
107,0.6,0.7465220604658016,0.7465220604658016,0.7465220604658016
108,0.6,0.735921628259202,0.771470421044607,0.771470421044607
109,0.6,0.6662164563051823,0.6662164563051823,0.6727099439896678
110,0.6,0.5217032355263677,0.5217032355263677,0.5287762583780324
111,0.6,0.2340029444422606,0.2340029444422606,0.2340029444422606
112,0.6,0.6913286609091935,0.8432769853504505,0.8815739569937269
113,0.6,0.6378809344936412,0.6734365012937716,0.9101624147036556
114,0.6,0.5075545325725505,0.5806728131952311,0.279868560559756
115,0.6,0.4992093157935765,0.20255553687170577,0.3436366000242846
116,0.6,0.3906232966586599,0.1737296387955019,0.12886272286190492
117,0.6,0.3844814224541171,0.4394362979637237,-0.22109069644291418
118,0.6,0.6865853305041664,0.4507102493342653,0.5320129527837125
119,0.6,0.32425705436380575,0.7185021593975196,0.3484002222672301
120,0.6,0.6824121185614488,0.737881336002145,0.5447970913154576
121,0.6,-1.0,,
122,0.6,-1.0,,
123,0.6,0.20099521342075907,0.20099521342075907,0.2058521502273005
124,0.6,0.05416410981926593,0.048950901596705315,0.07512858741540004
125,0.6,0.1151827506595826,0.11149906750786327,0.08926727604886349
127,0.6,0.697560949177143,0.697560949177143,0.697560949177143
128,0.6,0.6364877613285737,0.6364877613285737,0.6360044427378314
130,0.6,0.6688752402171986,0.6688752402171986,0.6688752402171986
132,0.6,0.12225824052492577,0.056855691816773274,-0.20718235906885282
133,0.6,0.6010529722490994,0.5952969852924119,0.5958955572921354
